index,path,year-month,date,paragraph#,article_title,paragraph,2500Bott,singlebott,bott_list,stage,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",advertising,end_users,external_partners,substitutional_partners,length_approx,X,Unnamed:_33,z
169716,./htmls/Factiva-20240111-0346 (2).html,2016-02-01 00:00:00,2016-02-01 00:00:00,82.0,"Party Down South’ Producer Goes Into ex-Isle’; 495 Productions’s Salsano says characters, heightened situations key to reality TV    ",MCN: Industry observers are calling this period the Golden Age of Television because of all the quality scripted  series ofered across multiple platforms. Can the same be said about the reality category? SAS: I think it’s all an ebb and fow. I think,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,,,
169788,./htmls/Factiva-20240111-0346 (2).html,2016-01-01 00:00:00,2016-01-25 00:00:00,87.0,"New Retrans Battlefront: the Web; Stations and MSOs square off , putting Comcast’s NBC in a tight spot    ",That strain (see sidebar) has also put a spotlight on a thorny issue for FCC chairman Tom Wheeler. He has long professed that his agency is not in the business of regulating  online content . But he does say it’s in the business of regulating access to that  content to ensure it fl ows freely.,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,,,
169828,./htmls/Factiva-20240111-0346 (2).html,2016-01-01 00:00:00,2016-01-25 00:00:00,89.0,"Taking TV Viewing Metrics to Heart; Canvs mines, analyzes social-TV chatter to map watchers’ emotions    ","And Canvs pulls down and analyzes that information quickly and presents it in a Web-style dashboard that is updated daily, offering the kind of information that could be obtained via fi eld surveys, but revealed in less time and for less cost — essentially accelerating the feedback loop.",1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,,,
169868,./htmls/Factiva-20240111-0346 (2).html,2016-01-01 00:00:00,2016-01-25 00:00:00,91.0,"As the Bundle Shrinks in Linear TV,    OTT  Execs See Strength in Numbers; YouTube, AOL, NBCU execs forecast longer    video  formats, aggregation of services    ","Freeman: Ben, why is YouTube Red putting  content behind a paywall?",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,91.0,,,
169908,./htmls/Factiva-20240111-0346 (2).html,2016-01-01 00:00:00,2016-01-25 00:00:00,94.0,Big Data Dream; Big data is everywhere--now what to do with it? New tools unlock the secrets of consumer desire.,"One Big Knowledge app—a “machine-learning scheduling opti-mizer”—tracked historical ratings across a three-year span to learn year-over-year trends and seasonal consumption habits, then applied its smarts to an eight-week span, simulating various scenarios. The Optimizer crunched through options for airing 50 different half-hour episodes and 80 hour-long shows across six different genres to fll the 30 half-hour slots of prime time TV from 8–11 p.m. Monday to Friday. The resulting model yielded a 4% boost in viewership, which would bring in an extra $6 million a year. Better yet, the app runs on its own and can make these decisions hundreds of times a week.",1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,,,
400197,./htmls/Factiva-20240111-0347.html,2016-01-01 00:00:00,2016-01-25 00:00:00,13.0,Kocktails’ Served at TCA Tour; Session goes beyond Lamar Odom to look at the DNA of Piligian’s latest,"Recovery Road stars Jessica Sula as Maddie, a teen-aged addict who refuses to admit that she has an alcohol problem, even as the pilot’s opening scene fi nds her lying face down on someone’s nicely manicured lawn, suffering from a hangover. Awakened by the sprinkler system, Maddie is able to pull herself together for school, but when Cynthia (Alexa Carra), the high-school guidance counselor, fi nds vodka in a water bottle stashed in Maddie’s school locker, the teen-ager is forced to attend an adult halfway house as an alternative to being expelled.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,,,
400357,./htmls/Factiva-20240111-0347.html,2016-01-01 00:00:00,2016-01-18 00:00:00,21.0,Met Opera Tests Digital Pipes For Art Form That’s Already    OTT ; Met maestro Peter Gelb sees apps as the Lincoln Center fi xture’s next growth area,Is it difficult to consider those kinds of changes given the deep-rooted traditions at the Met?,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,
400397,./htmls/Factiva-20240111-0347.html,2016-01-01 00:00:00,2016-01-18 00:00:00,24.0,AT&T U-verse Phase-Out Could Help Charter; Cable operator competes with the telco’s TV service in 29% of its footprint,"While AT&T could aggressively discount DirecTV service in its U-verse TV territories to make its package more palatable to consumers, de Sa believes that won’t happen for at least the next 12 to 18 months, as AT&T concentrates on post-merger integration, deploying its planned unifi ed satellite/managed IP platform and neutralizing overall  content costs.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,,,
400597,./htmls/Factiva-20240111-0347.html,2016-01-01 00:00:00,2016-01-18 00:00:00,36.0,Waking the Dead; Resurrected horror fr anchise s s care up new fans,"The fans wanted more story — they love the world and the characters and they can’t abide by the fact that the story has ended,” Starz managing director Carmi Zlotnik said. “They’re looking for that continuation that keeps the world going and keeps their heroes functioning in a way they want to see them.”",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,,,
401157,./htmls/Factiva-20240111-0347.html,2016-01-01 00:00:00,2016-01-04 00:00:00,62.0,"Mergers Drive Cable Stocks, but Not as Much; As dealmaking dies down, so do share-price gains in MSO sector    ","Comcast will likely continue to take share from satellite and telco competitors in the coming year, Pivotal Research Group CEO and senior  media & communications analyst Jeff Wlodarczak said in a note to clients, adding that its ownership of programmer NBCUniversal will at least help off set some increases in programming costs.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,,,
401197,./htmls/Factiva-20240111-0347.html,2016-01-01 00:00:00,2016-01-04 00:00:00,73.0,Embracing the Enemy; Over-the-top services pose big risks — and bigger opportunities — for the TV industry,"Comcast and other operators are also continuing to upgrade their networks to provide faster broadband speeds, new services and expanded Internet-protocol delivery.",1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,,,
401237,./htmls/Factiva-20240111-0347.html,2016-01-01 00:00:00,2016-01-04 00:00:00,74.0,"Viewing Shifts: Hype and Reality; Much rides on debates over millennials,    OTT  and TV viewing in 2016    ","That trend has been particularly evident with younger viewers. In the third quarter of 2015, TV viewing by 18-to-24-year-olds fell by 2 hours and 4 minutes from a year earlier, per Nielsen, while viewing on multimedia devices such as Roku was up 34 minutes, to 1 hour and 25 minutes a week.",1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,,,
401317,./htmls/Factiva-20240111-0347.html,2016-01-01 00:00:00,2016-01-04 00:00:00,81.0,"CeS 2016: What’s Trending in Las vegas; 4K,    OTT , virtual reality and the Internet of Things will top the agenda at annual mega-show    ","While the likes of  Samsung , Sony, Vizio, LG and Panasonic will be out with their latest (and largest) 4K TVs, expect the heat to turn up on sets that implement high dynamic range (HDR), a technology that brings more pop to those extra pixels.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,,,
303740,./htmls/Factiva-20240111-0345 (2).html,2016-07-01 00:00:00,2016-07-25 00:00:00,51.0,Buckeye: Building on Broadband; Longtime provider taps new ideas to superserve its markets,"To kick off the rebranding, Buckeye began this month increasing its 9 Megabits-per-second high-speed Internet service to 18 Mbps and its 26 Mbps service to 50 Mbps. The move coincides with the rollout of TiVo software and hardware that will enable customers to stream  video from services such as  Netflix and  Hulu .",1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,,,
303820,./htmls/Factiva-20240111-0345 (2).html,2016-07-01 00:00:00,2016-07-25 00:00:00,52.0,Get ’Em While They’re Young; Kids’ networks make cross-platform moves to hook the first TV-every where generation,"It’s like the Wild West, the landscape is so open,” said Quincy, who’s developing an animated  series for  Disney XD, Future-Worm!, which will debut Aug. 1.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,,,
303900,./htmls/Factiva-20240111-0345 (2).html,2016-07-01 00:00:00,2016-07-25 00:00:00,56.0,"WideOpenWest Covers Its Bases; Operator embraces    OTT , builds pay TV options to match different consumer needs    ","It allows me to make different decisions for the linear  content that I'm having to pay for,” he said. “The renaissance is accepting and embracing alternative means of  content delivery. Whereas a couple of years ago,  Netflix was a threat; it's not a threat at all. Customers are going to get it anyway. Why not make it easier and more intuitive for them to get it?”",1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,,,
304100,./htmls/Factiva-20240111-0345 (2).html,2016-07-01 00:00:00,2016-07-18 00:00:00,66.0,"FRONTIER'S FORMULA; Telco, rising up the TV ranks, is taking its Connecticut experiment on the road    ","Even as it is integrating the last acquisitions, which didn't exactly go smoothly at first, Frontier is expanding  video into other markets. It has stated plans to add  video in 40 traditional phone markets over the next three to four years.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,,,
304140,./htmls/Factiva-20240111-0345 (2).html,2016-07-01 00:00:00,2016-07-18 00:00:00,66.0,"FRONTIER'S FORMULA; Telco, rising up the TV ranks, is taking its Connecticut experiment on the road    ","Within 15 days, we went to over 30,000 hours a day in  Netflix watching” across the system “without even announcing it to customers — they just found it,” Arndt said. The figure has grown to more than 900,000 hours daily, Frontier officials said, citing data they said came from  Netflix .",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
304500,./htmls/Factiva-20240111-0345 (2).html,2016-07-01 00:00:00,2016-07-11 00:00:00,86.0,"To Drive Viewing, Remember Diversity    ","As the Horowitz Associates State of Cable and Digital  Media Multicultural 2016 report confirmed, 64% of African-American viewers, 57% of Hispanic viewers and 50% of Asian-American viewers said  content that keeps diverse audiences connected to their respective cultures drives their overall viewing decisions.",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,,,
304700,./htmls/Factiva-20240111-0345 (2).html,2016-07-01 00:00:00,2016-07-11 00:00:00,95.0,"Rooster Teeth Ready to a Take Bigger Bite; Digital-first’ entertainment studio uses two-tiered approach to target millennials, cord-cutters    ","SVOD is just one of several Rooter Teeth revenue streams. According to Hullum, its revenue mix is fairly even across,  SVOD , merchandising, advertising and licensing. Its original  subscription offering has experienced a growth spurt of late, though, spurring on the decision to launch the two new services.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,95.0,,,
304740,./htmls/Factiva-20240111-0345 (2).html,2016-07-01 00:00:00,2016-07-11 00:00:00,98.0,House Sets July 12 Set-Top Talks; Top Democrat looking for progress on compromise proposal,While Comcast's agreement to add  Netflix to its  video navigation platform might suggest the marketplace is already wedding traditional and  online content without the thumb of government on the scale — something cable ops have been arguing — backers of Wheeler's original set-top proposal wanted to make sure that was not the takeaway.,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,98.0,,,
222097,./htmls/Factiva-20240111-0345 (3).html,2016-06-01 00:00:00,2016-06-20 00:00:00,30.0,Telletopia Tweaks    OTT  Redefinition; Says it's a way to protect innovation and bring TV stations into the Internet tent,That pause gave Telletopia a chance to refresh its approach in hopes of getting the FCC to act.,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,,,
222297,./htmls/Factiva-20240111-0345 (3).html,2016-06-01 00:00:00,2016-06-20 00:00:00,48.0,Title II Settles In as Law of the Land; Court ruling gives FCC free rein to regulate ISPs under more-restrictive regime,"A U.S. appeals court has handed the FCC a complete victory in an ISP lawsuit challenging its Open Internet order, meaning ISPs now face common-carrier regulations.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,,,
222337,./htmls/Factiva-20240111-0345 (3).html,2016-06-01 00:00:00,2016-06-20 00:00:00,50.0,BLOG: MCN GUEST BLOG; Applying    OTT  Strategy to Innovation Adoption Lifecycle,"Different viewers expect different things, and it can't be easy for the traditional networks to please everyone. For every device-viewer out there, there's someone else who remembers having to turn the knob on a rotor box.",1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,,,
222417,./htmls/Factiva-20240111-0345 (3).html,2016-06-01 00:00:00,2016-06-13 00:00:00,56.0,"Rocking Steady at Showtime; CEO David Nevins riffs on first year at the helm, originals ramp-up    ","DN: We're about 10 months in. You can buy us on top of your  Hulusubscription or through Apple or Roku and shortly thereafter Android,  Google , and Amazon added us in a similar way as  Hulu , and it's been really working.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,56.0,,,
222497,./htmls/Factiva-20240111-0345 (3).html,2016-06-01 00:00:00,2016-06-13 00:00:00,57.0,Verizon Seems to Really Want Yahoo; Telco said to offer $3 billion on the promise of    video  advertising,"I want to fill up the 10 times a day that you have 10 minutes free,” Shammo said. “I want you to come to my platform and digest 10 minutes of  content from go90.”",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,,,
222697,./htmls/Factiva-20240111-0345 (3).html,2016-06-01 00:00:00,2016-06-06 00:00:00,71.0,Is Virtual Reality a Live Wire? Real-time events are a challenging opportunity to prime platform with fresh    content,"In addition to deals with partners like Fox Sports, NextVR will also look to keep that  content pipeline primed thanks to an agreement with LiveNation, which produces more than 25,000 concerts and other live events per year (but not all in VR, of course).",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,,,
222977,./htmls/Factiva-20240111-0345 (3).html,2016-06-01 00:00:00,2016-06-06 00:00:00,81.0,Making Them Want Their MTV Again; New chief Sean Atkins says the answer is music — but not music videos,MCN: How concerned are you about the trend of millennials watching less linear television as you look to build MTV's linear audience?,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,,,
88473,./htmls/Factiva-20240111-0346 (1).html,2016-03-01 00:00:00,2016-03-28 00:00:00,56.0,Hitting Millennial Voters Where They Live; Youth-targeted networks take their campaign 2016 coverage    online,"The music channel's primarily digital political  content will be headed by millennial journalist Amrit Singh as well as a “kitchen cabinet” of young political voices who will discuss the campaign on Revolt.tv and social- media outlets such as Twitter, Facebook and Instagram.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,,,
88593,./htmls/Factiva-20240111-0346 (1).html,2016-03-01 00:00:00,2016-03-28 00:00:00,61.0,"Wired-Less World; Verizon looks to reinvent its TV business for a mobile, 5G future    ","Increasing the number of go90 users is a priority, but it's not the main point of the service, Verizon chief financial officer Fran Shammo said on a January earnings call.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,,,
88633,./htmls/Factiva-20240111-0346 (1).html,2016-03-01 00:00:00,2016-03-28 00:00:00,61.0,"Wired-Less World; Verizon looks to reinvent its TV business for a mobile, 5G future    ","Fiber also becomes an extremely important factor once wireless  video traffic increases, as anyone who has tried to stream the season premiere of a popular show like Game of Thrones knows. Wireless  streaming is only as good as the pipes behind the towers transferring the data.",1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
88713,./htmls/Factiva-20240111-0346 (1).html,2016-03-01 00:00:00,2016-03-28 00:00:00,68.0,Unlocking’ the Box Brings Uncertainty; FCC set-top initiative targets retail choice while apps keep rolling along,"On the other end, the cable industry, led by the  National Cable & Telecommunications Association , claims that the market for retail  video devices is doing just fine on its own, free of mandates and driven by an apps-based economy.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,68.0,,,
88873,./htmls/Factiva-20240111-0346 (1).html,2016-03-01 00:00:00,2016-03-21 00:00:00,79.0,Attracting a Digital Crowd; Social virtual reality rises along with new platforms,"Samsung , which has been bundling the Gear VR with its new S7 smartphones, hasn’t announced how many headsets have been shipped, but “suffice it to say we’ve been really excited with the way that adoption has gone,” Romo said. “When we launched [on that platform] we saw a huge push from those folks to get on the product … We now have an opportunity to get in front of a much broader audience.”",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0,,,
89113,./htmls/Factiva-20240111-0346 (1).html,2016-03-01 00:00:00,2016-03-14 00:00:00,90.0,"Beyond the Demo; For decades, “the demo” has ruled the TV ad biz. Now Big Data targets viewers not for how they look alike but for how they act alike.    ","Viewers of HBO’s Game of Thrones are of a particular stripe (probably covered in animal fur), a community of some eight million who watched the season five finale last year. Now let’s say 30 percent of them also are fans of The Walking Dead on AMC, whose season five finale last year garnered 15.8 million viewers. By inference, given that 2.4 million viewers of The Walking Dead are also fans of Game oj Thrones, the other 13.4 million zombie-watchers on AMC might be ripe for converting over to Thrones.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,,,
168413,./htmls/Factiva-20240111-0346 (2).html,2016-03-01 00:00:00,2016-03-07 00:00:00,10.0,BLOG: THE BAUMINATOR; Comcast Revs Up Some 360    Video,"Offering a taste of 360-degree  video , Comcast has expanded on its NASCAR title sponsorship by posting a short virtual reality  video that gives viewers an immersive view of the Homestead-Miami Speedway and a chance to ride shotgun with driver Daniel Suárez (fi ttingly in the Arris car).",1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,,,
168453,./htmls/Factiva-20240111-0346 (2).html,2016-03-01 00:00:00,2016-03-07 00:00:00,12.0,"ATSC 3.0 Passes Key Test, But Is It Ready to Graduate? South Korea test signals leap, but business model remains incomplete    ","They’re looking at the 4K UHD ecosystem, and making sure they’re at the forefront, and they’ve provided a lot of incentives for broadcasters to be part of the ecosystem,” he said. “Despite what you see going on in Korea, it looks to me like a technology in need of a business case more than anything else.",1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,,
168573,./htmls/Factiva-20240111-0346 (2).html,2016-03-01 00:00:00,2016-03-07 00:00:00,16.0,ACA Summit: Cable Wants Bundle Options,"The paradigm has really shifted,” Polka said. “The next time deals are renegotiated, the marketplace will have fundamentally changed. Large programmers’ insistence on big bundles, carriage mandates and tiering penalties … simply won’t work for ACA members and their customers in today’s app-enabled world of greater choice.”",1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,,,
223212,./htmls/Factiva-20240111-0345 (3).html,2016-05-01 00:00:00,2016-05-30 00:00:00,91.0,"Streaming  Growth Hits Its High Point; Study: U.S. saturation will spark global expansion, serve niche offerings    ","The $19.09 billion U.S. consumers are expected to spend this year on home  video (or $13.42 per home per month) represents a 3.6% increase over 2015, Strategy Analytics said.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,,,
223292,./htmls/Factiva-20240111-0345 (3).html,2016-05-01 00:00:00,2016-05-30 00:00:00,95.0,Why 4K    Streaming  Isn't Easy; CSG's Steffen says the company powering Sony's Ultra service had its work cut out for it,NTV: How did CSG and Sony go about offering bonus features with Ultra?,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,,,
223332,./htmls/Factiva-20240111-0345 (3).html,2016-05-01 00:00:00,2016-05-30 00:00:00,97.0,"Set-Top Pushback Hits a Crescendo; As comments come due, opponents aim to stall Wheeler plan to unlock’ the box    ","The FCC's Democratic majority has only approved a notice of proposed rulemaking, not an order. And the agency could take its time in voting on a final version, which even then won't take hold for another year or two.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,97.0,,,
312730,./htmls/Factiva-20240111-0346.html,2016-05-01 00:00:00,2016-05-30 00:00:00,2.0,Prepping for Life After Thrones’; New HBO content  chief Bloys looks to keep premium net riding high,"HBO chairman and CEO Richard Plepler praised Lombardo in a statement: “It goes without saying that Mike's contributions over these many years, most especially in the last nine as president of programming, have been nothing short of extraordinary.”",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,,,
313050,./htmls/Factiva-20240111-0346.html,2016-05-01 00:00:00,2016-05-16 00:00:00,15.0,Demystifying the Viewer Path,"Breaking Bad's audience started small, but ultimately reached 10 million viewers for the  series finale. Gilligan theorized that his show grew in popularity because as word of mouth spread, new audiences were able to find old episodes on  Netflix , then join the growing real-time audience when it was back in season.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,,,
313130,./htmls/Factiva-20240111-0346.html,2016-05-01 00:00:00,2016-05-16 00:00:00,17.0,"Powell Pushes Back; On eve of INTX, NCTA's chief makes his case against Title II, set-top rules    ","MP: Whatever they are, they are the terms and conditions that the companies agreed to as part of the exchange of value in an effort to get the merger approved. I have a longstanding criticism about the way these mergers are done, whether they are truly efforts to prevent competitive harm or they are efforts to regulate substantially more than their jurisdictional authority allows through the use of a vehicle where companies have no choice.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,,
313610,./htmls/Factiva-20240111-0346.html,2016-05-01 00:00:00,2016-05-16 00:00:00,34.0,"Over-the-Top: Where Access Trumps Ownership; Vimeo CEO on company's new    SVOD  strategy, how it will grapple with rivals like Amazon    ",The key differences are that Amazon is still only available in five markets where Vimeo is a truly global platform. We have sales in over 200 markets and territories. Our revenue share is still much more creator-friendly. Amazon is taking 50% of revenues on the  TVOD and  SVOD side. We're taking just 10% on the  TVOD side and we're charging just $1 per subscriber per month on the  SVOD side. We think that our platform really stands apart.,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,,,
313730,./htmls/Factiva-20240111-0346.html,2016-05-01 00:00:00,2016-05-09 00:00:00,44.0,"MVPDs, Networks Sweat Day/Date VOD Debate;    Streaming  threatens part of the TV landscape once thought safe    ","Nobody was asking what consumers wanted,” Chris Rethore, the VP and GM of Los Angeles-based research firm MarketCast told Next TV. “Nobody asked when cost would become a factor for those who would use [premium VOD].” So Rethore co-authored a study, interviewing 1,200 U.S. consumers (ages 18-64) in March, focused around a simple question: would you pay $50 to watch a  film the same day it appeared in theaters?",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,,,
313810,./htmls/Factiva-20240111-0346.html,2016-05-01 00:00:00,2016-05-09 00:00:00,51.0,Streaming : The Winning Play; Major sports events attract big audiences via    online  platforms,"Consumers are taking advantage of TV-everywhere and  OTT streaming services that sports leagues and networks offer in increasing numbers, with mobile views augmenting the longer established out-of-market pay TV offerings.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,,,
