stage,index,year,version,page,Article_Name,length_of_article,paragraph,2500Bott,Bottid,singlebott,bott_list,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",advertising,end_users,external_partners,substitutional_partners,Unnamed:_34,Unnamed:_0,Unnamed:_35
1.0,340,2017,October-2017,72,harmonic,24,"In addition to live streaming, SuperSoccer TV subscribers enjoy  video-on-demand highlights and daily news shows.The video  infrastructure solution would also need to support advanced  features like start-over and catch-up TV to enhance the operator’s  monetization opportunities.",1,"13,18",0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,400,2017,October-2017,77,tulix,28,"Because Tulix is based on a fully integrated ecosystemwide OTT platform, adding features like two-way voice or even group voice communication is relatively easy for us. We control the entire platform from ingest to player, and most importantly, we own the video CDN, so enabling SIP protocol for voice is something we have been expecting to be asked to implement.",1,"2,3",0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,420,2017,October-2017,79,mediamelon,25,MEDIAMELON SMARTSIGHT ™ MediaMelon SmartSight provides advanced AI-powered  analytics to help a publisher understand the QoE of a  large-scale service and derive timely insights to grow and  improve a streaming service.,1,"18,15",0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,520,2017,October-2017,91,One Title at a Time JAN OZER,53,"FASTech.io’s Video Optimizer We took only a cursory glance at FASTech, which is a startup hosted at the Qualcomm Institute Innovation Space and at StartR, an accelerator at the Rady School of Management at the University of California–San Diego. According to a brochure on its website (fastech.io),  FASTech’s Video Optimizer “employs proprietary technology to build a model for each video based on FASTech’s large-scale quantitative analyses and subjective perceptual tests.” This is used to “find optimal compression settings and obtain high compression rates while keeping excellent perceptual quality.” The technology is currently available as a cloud service, with pricing based upon bandwidth savings or a fixed license. ",1,14,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,20,2017,June-2017,4,Is Apple Giving Up on Live TV? EDITOR’S NOTE ERIC SCHUMACHER-RASMUSSEN,7,"Is Apple Giving Up on Live TV?A bout 18 months ago, I was talking with  a longtime streaming industry veteran about our shared frustration with the various set-top boxes and devices on the market, or more accurately, the platforms behind them.Because the companies behind those platforms also have a stake in the content licensing game, you can’t get all platforms on all devices.Most notably, you can only get iTunes on Apple devices, and you can only get Amazon Video on, well, virtually every device except Apple TV.",1,"18,15",0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,60,2017,June-2017,10,The Humane Society Streams Lifesaving Missions Live to Its Supporters STREAMING SPOTLIGHT TROY DREIER,32,"This wasn’t The HSUS’s first experiment with live video.It’s been streaming for decades as a way to bring people into its work, but it’s still learning and improving the process.In South Korea, it used LiveU Solo cell-mux devices to upload from remote rural locations, and achieved a 5 Mbps stream.A team member in Maryland was able to connect to the LiveU event, start the live stream, and send it to the Facebook Live account.She was also able to communicate with the remote team members so everyone knew what was going live.That setup was new for the team, and the process made streaming a lot easier for the people on location.",1,18,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,140,2017,June-2017,23,Fundamentals of Video Compression and Delivery SPOTLIGHT SERIES AWS ELEMENTAL,64,"where the lower bitrate quality is worse than the higher  bitrate version.Many other factors, including the quality  of the original source content and any preprocessing  filters applied will determine the final quality of the  compressed or encoded file.",1,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,160,2017,June-2017,26,Fundamentals of Video Compression and Delivery SPOTLIGHT SERIES AWS ELEMENTAL,64,"The most recent delivery evolution is adaptive bitrate (ABR) streaming, which for the most part solves the buffering challenge. In adaptive streaming, each video file contains multiple streams encoded at different bitrates and resolutions; in the case of the video shown above in Figure 4, the adaptive bitrate stream would include both the high bitrate stream and the low bitrate version—as well as streams at other bitrates and resolutions in between—and adjusts what bitrate is actually delivered to the viewing device based on the speed of the network connection (Figure 9). If you’re watching an adaptive bitrate stream on your smart TV and you have the bandwidth available, you’ll get the highest bitrate—and highest quality—to watch. Or, if you start watching a video  on your TV, then move to your mobile phone, you’ll get the lower-bitrate version of the same video on the phone. ",1,12,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
1.0,180,2017,June-2017,29,Fundamentals of Video Compression and Delivery SPOTLIGHT SERIES AWS ELEMENTAL,64,"CONCLUSION Though both compression and delivery are becoming  more complex as the number of devices increase and video  quality gets higher, products like AWS Elemental Live, AWS  Elemental Server, and AWS Elemental Delta do the heavy  ABOUT AWS ELEMENTALAWS Elemental, an Amazon Web Services company, combines deep video expertise with the power of the AWS cloud.Solutions from AWS Elemental allow broadcast TV and multiscreen video to be customized, originated and monetized at global scale.Flexible, software-based video processing and delivery gives global media franchises, pay TV operators, content programmers, broadcasters, government agencies and enterprise customers the ability to deliver highly differentiated viewing experiences and the freedom to focus on what matters: transforming ideas into compelling content that captivates viewers.",1,14,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,200,2017,June-2017,33,"Magic Genie, Can I Have a PPV System? THE VIDEO DOCTOR ROBERT REINHARDT",14,"Live Streaming Summit, produced in conjunction with Streaming Media West, focuses exclusively on the challenges and opportunities inherent in delivering large-scale live events and live linear channels to multiple screens. The best practices presentations will cover every step of the live video workflow, including ingestion, transcoding, management, protection, distribution, analytics, and postevent evaluation.",1,18,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,220,2017,June-2017,38,SUPERGUIDE to Enterprise Video: Management and Distribution,21,"It’s critical to have automatic  DISTRIBUTION DELIVERY METHODS Unicast: failovers built into secondary streams. There may also be  multiple stream formats, or even different bitrates of the  same format. It’s also important to have the flexibility to  • This delivery system sends a separate stream  create rules that allow the user to divide which streams go to each viewer to which location.",1,15,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,240,2017,June-2017,40,telestream,24,"The good news for organizations that create video as part of their business, such as content producers and broadcasters: they have a large and continually growing source of content available. These “content production networks” are perfectly positioned to leverage their content over social media marketing channels in two ways:",1,8,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
0.0,360,2017,June-2017,53,FEATURES Ten Things to Know About Producing HDR JAN OZER,56,"High dynamic range, or HDR, gives video producers an expanded range of colors and brightness to display their videos. From a standards perspective, it’s the journey from Rec. 709 video to Rec. 2020, as you can see in the excellent simulation shown in Figure 1. From a brightness perspective, it’s the journey from 300–500 nits to 1,000–4,000 nits. And from a marketing perspective, it’s the promise of the blackest black viewers have ever seen on their screens.",1,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,440,2017,June-2017,66,Going Low JAN OZER,37,"Very Slow Preset In the blog post, Netflix discussed op- timizing encoding settings using “larger motion search range” and “more exhaustive mode evaluation,” which “allows an encoder to evaluate more encoding options at the expense of compute time.” It also described the ability to include more B-frames.To accomplish all this, I switched from the default medium preset to the very slow preset, which jumps from three B-frames to eight, from three reference frames to 16, and incorporates more sophisticated searching for redundancies.",1,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,460,2017,June-2017,71,How One Encoding Company Reduces Video Files by 50% Using a Quality-Driven Content-Adaptive Encoding Mechanism BEAMR,10,"As a final note, please take all of these techniques as suggestions rather than as gospel.Try them on your own encoding platforms, but test, test, test (and then test some more) before actually deploying them in your download or streaming delivery systems.",1,5,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,480,2017,June-2017,75,The Future of Streaming: A Prediction and Analysis of Where Our Industry Is Headed TULIX SYSTEMS,27,"One of these is individualized ad-insertion integrated directly into live streams to provide a uniquely targeted experience for viewers that works across all platforms without the need for complex player integration.Another is continuously adding support for payment methods that are accessible to a global viewership that spans the full demographic spectrum.As OTT continues to evolve, operators need service providers with these kinds of dynamic solutions that allow them to be creative and monetize their content in a variety of ways while giving viewers more choice.",1,"20,18",0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,
1.0,580,2017,June-2017,89,Engineering the Video Experience for Alexa and Her Friends NADINE KREFETZ,42,"The UI Design Conundrum “One of the biggest challenges in many interfaces with deep libraries of content is there’s just too much there to find what you really like,” says Tjeerd Hoek, VP of creative at frog design (frogdesign.com).The company is known for helping many Fortune 500 companies with their product and user design, including developing interfaces for various video providers.The challenge for Hoek is how to display a library of content in a way the user can easily navigate in as few steps as possible.“There’s only so many things that you’ve seen or heard about, and therefore you will not even search for [different content].Finding media is a good example of something that is much better done by voice than by giving people a search box and a number of filters on the left side to get to the one song, or the movie [they] had in mind.”  Modern Day Wizard of Oz When Hoek worked at Microsoft many years ago, the giant was testing how users responded to voice navigation.“We would bring people in and tell them to talk to the computer,” says Hoek.“We had a person controlling the computer (in another room) like in The Wizard of Oz.” ",1,15,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,620,2017,June-2017,97,Telestream Wirecast Gear REVIEW JAN OZER.,24,SUBMIT YOUR NOMINATIONS IN THESE CATEGORIES AND MORE: • Content Delivery Network• DRM/Access Control• End-to-End Workflow• Live Streaming Platform• OTT Platform• Portable Live Streaming Appliance• QoE/QoS Solution• Server-Side Ad Insertion Solution• Video Mixer• Video Player Solution/SDK• Video Switcher WINNERS will be unveiled at Streaming Media West in Huntington Beach on NOVEMBER 3.Make Sure You’re There to See Who Wins! GOLD SPONSOR SILVER SPONSOR NOMINATIONS OPEN: JULY 5TH VOTING OPENS: AUGUST 14TH,1,"14,15",0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,
1.0,60,2017,September-2017,9,The Resistance Is Streaming: Online Video for America’s Future STREAMING SPOTLIGHT TROY DREIER,23,"Hand in Hand approached Jones, who took the project to her team—which had grown to over 200 volunteers.After finding sufficient availability and interest, Jones told Hand in Hand they were able to help.The project, called #SanctuaryHomes, involved rewriting the script and shooting a video in Ensler’s home.Jones directed this project herself and was about to complete the final edit at the time of this inter­view.She worked with an editor on the final ar­rangement, as well as a composer creating orig­inal music.The video debuted on Facebook, as well as on Ensler’s website 1 Billion Rising (one billionrising.org) in early July.Jones finds most campaigns go out through Facebook these days, due to the viewer targeting available.",1,17,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,120,2017,September-2017,19,What Educational Video Can Learn From Moneyball CLASS ACT LIAM MORAN,8,"If you were tasked with supporting teachers in educational video production, the conventional approach to staffing such a team would be to hire videographers with strong pedagogical design backgrounds. These skills are necessary, but an undervalued and overlooked skill in our roster construction is artistic design. Video is a visual medium: There is some value to showing a talking head, and great value in recording the teacher away from the classroom, out in their discipline’s natural environment. But not all visual aids can be photographed. Custom artwork is required to develop high-quality educational video. A full-time graphic designer or scientific illustrator can provide significant bang for the buck by producing custom visual aids to enhance the video, and these visuals can be repurposed in other modes of teaching and research publication. Teachers rarely have any graphic design expertise beyond selecting PowerPoint themes, and they generally welcome expert support in beautifying their teaching materials.",1,17,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
0.0,140,2017,September-2017,24,The 4K First Mile: Launching 4K Streams SHAWN LAM,38,"Because bitrates for webcasts are more aggressive than for on-demand viewing, the best thing you can do for your video quality is to start with a clean video signal.Audio engineers always tell you that a strong signal-to-noise ratio is key to great audio and that microphone placement is more important than having a great microphone that is not near enough to the audio source.The same principle applies to video, except the key to a strong video signal has less to do with placing the video camera right in your subject’s face and more to do with making sure that you have enough light on your subject so that you do not require a high ISO or gain to digitally brighten your image.",1,5,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,180,2017,September-2017,31,Status Update: AV1 JAN OZER,34,"So, if we assume that Netflix’s encoding requirements work for YouTube as well, we have numbers for both quality and encoding time.We don’t know what level of decode complexity will be acceptable to Netflix and YouTube.",1,5,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,200,2017,September-2017,34,Status Update: AV1 JAN OZER,34,"In January 2017, the MPEG and ISO standards bodies issued a “Preliminary Joint Call for Evidence on Video Compression With Capability Beyond HEVC” (itu.int/en/ITU-T/study groups/2017-2020/16/Documents/201701/VideoCf E-SG16R1-AnnexH.pdf).According to the document, the evidence will explore “a broad variety of video source content, e.g.cameraview content, screen content, VR/360 video and high-dynamic-range video for such applications as broadcast (with live or pre-authored content), real-time video conferencing and video chat, on-demand viewing, storage-based media replay, consumer generated content, and surveillance with fixed or moving cameras.” It’s  unclear how long it would take for this codec to see the light of day, though work on HEVC began in 2004, and the codec received first stage approval in 2013.So, it’s going to be awhile.",1,5,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,220,2017,September-2017,36,SPONSORED CONTENT Who to See at IBC 2017,108,JOBS automates movement of video files in the media infrastructure. JOBS integrates with FLICS and many other systems to ensure that files are always where and when they are needed.,1,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,260,2017,September-2017,41,SPONSORED CONTENT Who to See at IBC 2017,108,"We offer Premium video services which include:• Design and development on STB/Box, TVs, Tab/Mob and Games consoles.• Innovation services to support your new and fresh ideas! Hubee’s brand new unified modular video platform: BEEMIXWith 8 years’ experience in development of BO & Back-end and more than 40 specific solutions, Hubee has created BEEMIX.",1,15,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
0.0,300,2017,September-2017,44,SPONSORED CONTENT Who to See at IBC 2017,108,"At IBC, V-Nova will showcase its next-generation PERSEUS™ compression codec at stand 11.B30a.A number of demonstrations will highlight how PERSEUS turbocharges video delivery for mobile video, TV everywhere, IPTV and video contribution and production; proving that in many business cases it has to be PERSEUS.",1,5,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,
0.0,340,2017,September-2017,51,The Interoperability Challenge JASON THIBEAULT,39,"But without some regulatory body forcing standards, is there impetus for adoption? Again, when the component around which the specification, best practice, or standard is designed doesn’t provide competitive differentiation, the answer is an unequivocal “yes.” “Content Provider A is not going to win one more subscriber over Content Provider B based on the IP stack they are using,” says Inzerillo.“They are going to win based on the merits of their content.” Hofmann echoes that sentiment: “They [the video distributor] have to think that it is a net benefit for them.They must believe it’s in the best interest of the company.That doesn’t mean that there aren’t any downsides, but the benefits outweigh the downsides.Building off a standard simplifies their workflow, reduces their cost, increases their revenue, doesn’t give away too much secret sauce, and doesn’t cost too much to implement.” Still, adoption won’t happen overnight, and it will take significant momentum to drive everyone to adopt these specifications, best practices, or standards.Either a major industry player will adopt and influence the smaller players (we may see this as a result of Apple’s decision  The benefits of building an OTT service based on standards outweigh the downsides, says Limelight Networks vice president of architecture Jason Hofmann.“They are going to win based on the merits of their content.”",1,8,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,80,2018,March-2018---Sourcebook,22,The State of Media and Entertainment 2018 By Troy Dreier,39,"“A viewer who consumes content on a particular platform will continue to consume content on that platform unless something of sufficient force diverts them from their path,” Espelien says.“YouTube for kids is an incredibly high-inertia platform, meaning they watch all kinds of random crap within YouTube and getting them outside of YouTube to watch anything is actually kind of hard.YouTube has platform inertia among kids.Netflix itself has platform inertia among the Netflix-and-chill generation.They’re so used to watching stuff on Netflix that when they finish something they grab a new show on Netflix or wait for a new movie to come out.Netflix for them has a lot of inertia.I think we have multiple sources of inertia now.In other words, it’s not that viewers are these magical free-floating electrons again, that early internet fan boys and girls thought was going to be the case.Viewers of all ages hunker down and nest in these different  industry updates_x000c_ ///",1,19,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2.0,100,2018,March-2018---Sourcebook,28,The State of Live Video 2018 By Troy Dreier,30,"While there are fans who are interested in only one league or one sport, there are more fans who follow a variety of sports. For that reason, aggregated efforts will begin to take hold. That’s the belief of Brett Sappington, senior director of research for Parks Associates, who sees big years coming for sports aggregation. It’s something fubo is already doing, he notes. Fans want services that offer local pro teams, college, and other sports all in one place. While the online future was supposed to be all about targeted niche offerings, consumers are finding they don’t want to manage more than a handful of subscriptions, and providers see the benefits of offering more comprehensive packages",1,26,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
2.0,120,2018,March-2018---Sourcebook,32,OTT Considerations for the Future of Media VERIZON DIGITAL MEDIA SERVICES,61,"OTT (over-the-top) streaming has proven itself as a viable content distribution channel for broadcasters and content owners.The technology has gone beyond being a supplementary distribution channel (e.g., TV Everywhere) with limited appeal, to becoming the future of media where content owners can build a relationship directly with millions of viewers.Broadcasters that deliver timely, relevant programming via OTT services, have encouraged their viewers to watch online, boosting not only their revenues, but also brand recognition and loyalty with a new generation of viewers.",1,26,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,140,2018,March-2018---Sourcebook,34,OTT Considerations for the Future of Media VERIZON DIGITAL MEDIA SERVICES,61,"OTT clipping workfl ows for social media For pre-recorded, episodic content, the responsibility for generating clips for OTT distribution can be made part of the editing process when programs are assembled prior to broadcast. For live news and sports programs, this is not an attractive option, particularly when fi nished content only becomes available during the broadcast. The resulting fi les, which contain all of the fi nished video, audio, graphics and closed captions, can then be used to create the clips for OTT services and online destinations. ",1,"18,19",0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,200,2018,March-2018---Sourcebook,46,The State of Mobile Video 2018 By Paul Schmutzler,31,STREAMING MEDIA INDUSTRY SOURCEBOOK 2018 the smartphone grows larger and larger on the scale of important devices for which to deliver content.,1,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
2.0,220,2018,March-2018---Sourcebook,50,The State of Video and AI 2018 By Nadine Krefetz,49,"During the U.S. Open, IBM wanted to automatically create clips based on the most compelling content. Watson works at about three-quarters of real time for full content assessment with normally complex images, and can work with content as low as 256Kbps, although IBM recommends 1Mbps. “If you take the images out of it and you’re just doing audio and textual it’s amazingly fast,” Kulczar says. ",1,24,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2.0,240,2018,March-2018---Sourcebook,53,The State of Video and AI 2018 By Nadine Krefetz,49,"Use Case: Personalization IRIS.TV is a video personalization and programming platform; its core technology is used to serve contextually relevant content.“We work with publishers and marketers to serve the right content to audiences in real time.Our AI is specifically computational AI,” says Field Garthwaite, co-founder and CEO, IRIS.TV.This means the platform intelligence learns from specific data and makes choices.IRIS.TV builds personalized streams for customers, similar to what YouTube does to help publishers understand viewers’ likes and dislikes.",1,26,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,260,2018,March-2018---Sourcebook,61,The State of WebRTC and Streaming 2018 By Tsahi Levent-Levi,52,"WebRTC is a combined IETF and W3C specification that is being rolled out as part of HTML5. In essence, WebRTC enables sending voice, video, and any other arbitrary data directly across browsers in real time. You write a bit of JavaScript code, add a few relay servers to be used when needed, and you’ve got yourself a video chat service",1,12,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,380,2018,March-2018---Sourcebook,81,The State of Enterprise Video 2018 By Tim Siglin,47,"“When you’re going into enterprise, it’s turning into a software sale,” said Rayburn, “and they typically like to buy that software based on a seat license. That’s very opposite of broadcast. You also have the issue from an update standpoint, what you’re doing with the software,” said Rayburn, pointing out that many solutions that sit inside a firewall aren’t as easily upgraded when it comes to on-prem solutions.",1,13,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,480,2018,March-2018---Sourcebook,88,20 for 20: Top Mergers and Acquisitions of the Past 20 Years,80,"In 2016, AT&T announced its plans to acquire Time Warner, Inc.for approximately $109 billion (including assumption of Time Warner’s debt), but the deal has yet to reach completion, complicated by the fact that the U.S.Justice Department stated in November 2017 that it opposes the deal.",1,11,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,
1.0,500,2018,March-2018---Sourcebook,92,CASE STUDY SUPERGUIDE: Learn From the Pros EPIPHAN VIDEO • HARMONIC INC. DVEO • HAIVISION • VIDEOGUYS.COM • AVERMEDIA • DISCOVER VIDEO,37,"Expanding a Brand, Connecting the World The Mangosteen Fashion Show was committed to connecting its vast international community, including countries like Singapore and Russia. Elena was looking for a versatile live streaming solution to bring a high-quality, “realtime presence” video experience to all those unable to attend the real-life event. Being a brand specialist, Elena understood the importance of exposure to new audiences as well as establishing a strong web-presence to help build and expand her creative brand. By creating a dynamic and professionalquality live video stream, Elena was hoping to highlight the high-end nature and exclusivity of the show, while at the same time share this amazing experience with a larger audience.",1,18,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,
0.0,520,2018,March-2018---Sourcebook,94,CASE STUDY SUPERGUIDE: Learn From the Pros EPIPHAN VIDEO • HARMONIC INC. DVEO • HAIVISION • VIDEOGUYS.COM • AVERMEDIA • DISCOVER VIDEO,37,"THE FINAL WORD: ADAPTABILITY IS ESSENTIAL TO SUCCESS Every client in need of a live video solution wants a  An Ethernet switch connected Pearl-2 and Anil’s  professional setup tailored to their needs.By harnessing the  administrator laptop to the same network.The switch was then  extensive versatility of Pearl-2, AV Service providers can adapt  connected to a Rogers LTE Rocket Hub internet hotspot for  to the unique requirements of any client.Pearl-2 lets operators  wireless internet access (tested at 150 MB/s down, 25 MB/s up).",1,2,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
0.0,540,2018,March-2018---Sourcebook,96,hARMONIC,24,"One of the unique selling points of EyeQ content-aware encoding is that it eliminates client buffering. It does this  by creating a reduced and variable video bitrate stream  for each ABR profile with zero buffering to ensure the  best viewing experience for end users on any screen.  What’s especially innovative is that Harmonic’s EyeQ content-aware video compression solution optimizes the OTT SERVICE PROVIDER’S WORKFLOW MARCH 2018       SPONSORED CONTENT video quality, even over constrained OTT networks. As  more high-resolution profiles are selected, less toggling between profiles occurs with EyeQ. In particular, the EyeQ solution reduces the network load during peak streaming events, such as live sports. ",1,"2,5",0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,660,2018,March-2018---Sourcebook,112,20 for 20: Top Technologies of the Last 20 Years By Tim Siglin,44,"Why it matters. The success of FFmpeg cannot be understated, and FFmpeg was the only technology to receive a unanimous vote. As more and more codecs are integrated into FFmpeg, the entire digital media industry moves closer to an open-source encoding and transcoding solution that is robust and universally accepted. For instance, version 3.3 “Hilbert” includes the Apple Pixlet decoder and NewTek SpeedHQ decoder, two proprietary codecs that had been kept at arm’s length from the industry as part of the proprietary push by each company to own its portion of the video production ecosystem, and version 3.4 “Cantor” includes a NewTek NDI interface connector and spec-compliant VP9 muxing support in MP4.",1,5,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,700,2018,March-2018---Sourcebook,117,Top 10 Streaming Trends for 2018 TULIX SYSTEMS,34,"This 24/7 live linear broadcasting is generally a mix of live and prerecorded content. Our self-serve platform called LiveStreamingCDN Total Cloud Playout (www.livestreamingcdn.com) is the brains which allows our customers to provide live linear content. Our platform is actually three products in one—a VOD scheduler, a playout system, and a live feed insertion controller.",1,"14,18",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
