stage,year,page,article name,length of article,paragraph,2500bott,Bottid,singlebott,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content production,data center/storage,internet infra,content distribution,"browsers, apps & smart devices",advertising,end users,external partners,substitutional partners
2,2023,0,0,0,"The democratization of  generative AI  has brought about a transformative shift in society, empowering individuals to actively participate in communication and  content creation. This shift is exemplified by  platforms like ChatGPT  and the rise of discursive communication, which have significantly influenced interactive and creative experiences. AI chatbots provide accessible support by offering valuable information, resources and emotional assistance, particularly in situations where human interaction may be challenging. The ability to express oneself to a nonjudgmental AI and the convenience and anonymity of digital communication are highly valued advantages.",0,24,1.0,0,0,0,0,1.0,1.0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"The HFPA was ridiculed for its lack of diversity in a   series of stories in the L.A. Times, which reported that the association did not have a single Black member. As a result, NBC cancelled the 2022 Golden Globe Awards telecast.",0,25,1.0,0,1.0,0,1.0,1.0,0,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0
"0,1",2023,0,0,0,"The bill does not tell the FCC how to expand the base, but does direct it to make changes to expand availability and access to telecommunications services after studying: 1) the need to expand the contribution base and 2) how to reform the contribution system via a rulemaking. It is required to assess the impact of any changes on consumers, businesses and senior citizens.",0,"11,23",0.0,0,1.0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0
2,2023,0,0,0,"Magna predicted the organic growth of  streaming — both ad-supported  video on demand and  free ad-supported   streaming television (FAST) channels — growing by 21.2%, nearly offsetting the organic decline and weaker pricing of linear ad sales.",0,29,1.0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1,1,0,0,0,0,0,1.0,0,0,0
0,2023,0,0,0,"In exiting the field, Sohn said she hoped the president would move swiftly on a new nominee. “[I]t is ironic that the 2-2 FCC will remain sidelined at the most consequential opportunity for broadband in our lifetimes,” she wrote in a statement at the time. “This means that your broadband will be more expensive for lack of competition, minority and underrepresented voices will be marginalized, and your private information will continue to be used and sold at the whim of your broadband provider.” ■",0,"2,11",0.0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,1,1,0,0,0,0,0,0,0,1.0,0
2,2023,0,0,0,"In their petition, Standard General and Tegna have argued the transaction will created a minority-owned company and expand local reporting and programming.",0,25,1.0,0,0,1.0,1.0,0,0,0,0,0,0,1.0,1,0,1.0,0,0,1.0,0,0,0,0,0
1,2023,0,0,0,"The  Federal Communications Commission has proposed extending its  audio description mandate to TV stations in all markets by 2035, u0imously approving a Further Notice of Proposed Rulemaking (FNPRM) that would make that the case. The issue is one chair Jessica Rosenworcel is intimately familiar with from her days on Capitol Hill.",0,18,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,1,1,0,0,0,1.0,0,0,0,0,0
2,2023,0,0,0,"The ‘60s, ‘70s, and ‘80s were packed with iconic music, groundbreaking  movies , legendary  series , timeless fashion, and so much more, with each era leaving an indelible mark on entertainment that remains to this day. Whether you lived through it or wish you had, this block is the perfect chance for our intergenerational audience to fall in love with these decades all over again, and we invite viewers of all ages to join in on the fun as we take the ultimate trip down memory lane,” Daryl said.",0,25,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
1,2023,0,0,0,"Negotiations with vMVPDs turned awkward this year,  first with CBS affiliates opting out of a deal crafted by CBS owner Paramount Global and FuboTV  , and then with Sinclair pulling its signals from  Hulu .",0,20,1.0,0,0,1.0,1.0,0,0,0,1.0,0,0,1.0,1,0,1.0,0,0,1.0,0,0,0,0,0
2,2023,0,0,0,"Over the past few years with COVID and the racial reckoning and so many other things, we have become better at truly understanding what people need and creating a culture around that rather than a culture around what the outputs are,” she said.",0,25,1.0,0,0,0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"For more than a decade and a half, Essence has championed the Black Woman in Hollywood Awards to commemorate the Black women who are the story makers, storytellers, story-doers, and story-sharers that cultivate the entertainment ecosystem that the world cherishes and loves deeply,” Essence Ventures LLC President and CEO Caroline Wanga said in a statement. “We are privileged to have this sacred platform that illuminates the ongoing accomplishments of Black women at our annual luncheon in its 16th year since inception."" ■",0,25,1.0,0,0,0,1.0,0,0,1.0,1.0,0,0,0,1,0,1.0,0,0,0,0,0,0,1.0,0
1,2023,0,0,0,"Virtual multichannel  video programming distributors like  Hulu Plus Live,  YouTube TV  and  FuboTV  don’t negotiate directly with stations for their retransmission rights. Instead, vMVPD deals are negotiated by the networks, which negotiate terms for their affiliates.",0,20,1.0,0,0,1.0,1.0,0,0,0,1.0,1.0,0,1.0,1,0,1.0,0,0,1.0,0,0,0,0,0
"0,1",2023,0,0,0,"Verizon and T-Mobile's collective fixed wireless access services accounted for more than 90% of customer growth in U.S. home broadband in the fourth quarter, and the business, which now has over 4 million customers, is going well enough for T-Mobile to commission 30 seconds of commercial time during last month's Super Bowl to promote it.",0,"2,20",0.0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,1,0,0,0,1.0,0,0,1.0,0,0,0
2,2023,0,0,0,OWN will air this summer a new documentary  series from Essence magazine that looks at Black America over the past 50 years.,0,25,1.0,0,0,0,1.0,0,0,1.0,0,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0
0,2023,0,0,0,"The withdrawal of Ms. Sohn’s nomination is a major victory and represents a strong bipartisan agreement that we need a fair and impartial candidate who can receive the support needed for confirmation,” he said. “The FCC is not a place for partisan activists; free speech is too important. Now, it’s time for the Biden administration to put forth a nominee who can be confirmed by the full Senate and is committed to serving as an even-handed and truly independent regulator.”",0,11,1.0,0,1.0,0,1.0,0,1.0,0,0,0,0,1.0,1,1,0,0,0,0,0,0,0,1.0,0
2,2023,0,0,0,Scanlon said that starting a FAST now is similar to starting a cable network back in the day.,0,29,1.0,0,0,0,1.0,1.0,0,0,0,0,1.0,0,1,1,0,0,0,0,0,1.0,0,0,0
2,2023,0,0,0,Cuffee-Brown served as a Women in Cable Telecommunications (now The WICT Network) board member and a Cable Telecommunications Association for Marketing (CTAM) board member. She also informally mentors women and noted that,0,25,1.0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"The  series ’ eight-episode sophomore campaign stars Amber Stevens West, Bresha Webb and Corbin Reid as 30-something Black women trying to balance careers and relationships as they pursue their dreams of world domination, according to the network. The  series also stars Stephen Bishop, Tosin Moronfunhola and Erika Alexander.",0,25,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,1,1,1.0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"Throughout his tenure, Kim has played an integral role in Showtime’s evolution from a linear network to a bonafide  streaming service, establishing a first-in-class data science group. He is a pioneer in brand strategy, always prioritizing our  content and being mindful of how it would inform our growth while showing great reverence for the creative process and our audience's feedback,” the memo said. “Although we are very sad to see him go, don’t worry, he will be around for some time to help with the transition and consult,” the memo said.",0,27,1.0,0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,1,1,0,1.0,0,0,0,0,0,0,0
2,2023,0,0,0,"Game Plus, a subsidiary of Anthem Sports & Entertainment that focuses on live sports and wagering  content , is moving into the chess business through a programming partnership with Chess.com.",0,25,1.0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,1.0,0,0,0,0,1.0
"0,1",2023,0,0,0,"CTIA and the wireless industry congratulate Anna Gomez on her nomination as an FCC Commissioner,“ the trade group said. “In her current role as U.S. Representative to WRC-23, and previous NTIA and FCC experience, she has amassed an impressive track record in public service and brings the knowledge and expertise needed to address the critical challenges we face in closing the digital divide and securing America’s 5G leadership. Throughout her career, Ms. Gomez has consistently demonstrated her ability to build consensus and navigate intricate policy landscapes to the benefit of all stakeholders. We look forward to her swift confirmation by the Senate.”",0,"1,23",0.0,1.0,1.0,0,0,0,1.0,0,0,0,1.0,0,1,0,0,0,1.0,0,0,0,0,1.0,0
2,2023,0,0,0,"After more than a year of trying to get the deal done, Tegna said that as of Monday, May 22, its merger agreement with Standard General has been terminated and it can collect a $136 million breakup fee. May 22 was the deadline for Standard General's fi0cing of the deal.",0,28,1.0,0,0,0,0,0,0,0,1.0,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"Detroit is on the rise and so are the people. It’s a city where Black culture is strong. This reemerging city is all about family, friendship, business, excellence and of course, love and marriage,” said OWN.",0,25,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
0,2023,0,0,0,"According to the latest OpenVault report, ISPs may need to find a new way to tamp down consumption on their networks",0,2,1.0,0,0,1.0,0,0,0,0,0,0,1.0,0,1,1,0,0,1.0,0,0,0,0,0,0
"0,2",2023,0,0,0,"The Republican leadership of the House and Senate committees overseeing the Federal Communications Commission has called on the regulator’s acting Inspector General, Sharon Diskin, to look into FCC chair Jessica Rosenworcel’s  handling of the review of the Standard General-Tegna merger.",0,"11,28",0.0,0,1.0,1.0,0,0,1.0,0,0,1.0,0,0,1,1,0,0,0,0,0,0,0,1.0,0
0,2023,0,0,0,Grabs at what it calls suggestion FCC could find way to ‘yes’ on station-group merger,0,11,1.0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,1,1,0,0,0,0,0,0,0,1.0,0
1,2023,0,0,0,"McAfee said that digital  media is able to reach millions of people, which ESPN in linear is still, at this point, attracting more people than ever.",0,18,1.0,0,0,1.0,0,0,0,0,0,0,1.0,0,1,1,0,1.0,0,0,0,0,0,0,0
2,2023,0,0,0,"Disney has built and owns its new tech stack, as well as an audience graphic that’s built for  streaming with 250 million identifiers representing 112 million households.",0,"26,27",0.0,0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
1,2023,0,0,0,"Leichtman Research Group believes the  Google vMVPD added 100,000 customers in Q1, making it the only U.S. operator that grew during the quarter",0,20,1.0,0,0,1.0,0,0,0,0,0,0,0,1.0,1,0,1.0,0,0,1.0,0,0,0,0,0
1,2023,0,0,0,"It took three years, but now WOW! has simplified the offering around YouTube TV, which is the biggest vMVPD with over 5 million subscribers.",0,20,1.0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,1,0,1.0,0,0,1.0,0,0,0,0,0
0,2023,0,0,0,"Heavy hitters from both sides of the Standard General-Tegna merger debate, including former Democratic chairs of the FCC and FTC, met with the FCC’s Republican commissioners last week as the companies attempted to get the FCC to give them a thumbs up or a thumbs down on the deal ASAP.",0,11,1.0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,1,1,0,0,0,0,0,0,0,1.0,0
2,2023,0,0,0,"Also, 76% of Latinx TV viewers watch free  streaming services compared to just 14% in 2019. FAST services such as  YouTube ,  Tubi ,  Pluto TV ,  Roku and  Freevee account for a majority of free  streaming service viewing, according to the survey.",0,"25,29",0.0,0,0,0,1.0,0,0,0,0,0,0,1.0,1,0,0,0,0,1.0,0,1.0,0,0,0
2,2023,0,0,0,BET Plus Essential $5.99 service to feature 15 to 30 second ads before and after shows,0,29,1.0,0,0,0,0,1.0,0,0,0,0,0,1.0,1,1,0,0,0,0,0,1.0,0,0,0
2,2023,0,0,0,"A few hundred picketing writers walked along West 26th Street in Manhattan during the afternoon of May 5, making their voices heard about  the terms facing television and   film writers in the modern age . The  Writers Guild of America strike began May 2.",0,30,1.0,0,1.0,1.0,0,0,1.0,0,0,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0
0,2023,0,0,0,Standard General and Tegna have accused the FCC of trying to kill the deal through what they see as its slow-roll review. Such hearing designation orders are indeed usually a death knell for deals.,0,11,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0
2,2023,0,0,0,"OrkaTV’s marketplace generates 35 billion ad requests per month. The ads are displayed on television sets, without popups or skipping.",0,29,1.0,0,0,0,0,1.0,0,1.0,0,0,0,1.0,1,1,0,0,0,0,0,1.0,0,0,0
0,2023,0,0,0,"Because these fees may have the effect of limiting consumer choice after a contract is enacted, it may negatively impact competition for services in the marketplace,” Rosenworcel's office said in announcing the upcoming vote. “Additionally, billing cycle fees require TV  video service subscribers to pay for a complete billing cycle even if the subscriber terminates service prior to the end of that billing cycle. These fees penalize consumers for terminating service by requiring them to pay for services they choose not to receive.”",0,11,1.0,0,1.0,0,0,0,0,0,0,1.0,0,0,1,1,0,0,0,0,0,0,0,1.0,0
2,2023,0,0,0,"Case in point: Gray Television's indie KTVK-TV in Arizona, now the local TV home of the Phoenix Suns, which is  about to be pulled off increasingly powerful YouTube TV .",0,25,1.0,0,0,1.0,1.0,0,0,0,0,0,0,1.0,1,1,0,0,0,1.0,0,0,0,0,0
"1,2",2023,0,0,0,"WideOpenWest (aka “WOW!”) said Thursday that more than 13% of its new customers are signing up for YouTube TV since the Englewood, Colorado-based midsized cable operator began offering  Google ’s vMVPD as its primary  video offering back on August 12.",0,"20,25",0.0,0,0,1.0,1.0,0,0,0,1.0,0,0,1.0,1,1,0,0,0,1.0,0,0,0,0,0
0,2023,0,0,0,"Like most cable companies operating at the dawn of the low-priced fixed wireless access home internet age, WOW! is losing customers in high-speed internet — it bled 4,400 broadband customers in Q3. But with customers upgrading their plans — over 80% of WOW! subscribers are now on tiers of 500 Megabits per second or higher — and paying or more bandwidth, high-speed data revenue increased 7% year over year to record levels.",0,2,1.0,0,0,1.0,0,0,0,0,0,0,1.0,0,1,1,0,0,1.0,0,0,0,0,0,0
2,2023,0,0,0,"Nationwide, Charter has about 60,000 linear channels that it sells against every day.",0,29,1.0,0,0,0,0,0,0,1.0,1.0,0,0,0,1,0,1.0,0,0,0,0,1.0,0,0,0
2,2023,0,0,0,Four-part  series looks at the influence of African-American cuisine on the U.S.,0,25,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,1,1,1.0,0,0,0,0,0,0,0,0
2,2023,0,0,0,84% of buyers expect to increase FAST spending in 2024,0,29,1.0,0,0,0,1.0,0,0,1.0,1.0,0,0,1.0,1,1,0,0,0,0,0,1.0,0,0,0
2,2023,0,0,0,"The company lost 700,000 direct-to-consumer subscribers in the quarter, but average revenue per subscriber rose 6% to $7.82.",0,28,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"Nearly 66% of users who sign up for Bally Sports Plus cancel their  subscription within six months, according to new research published by Antenna.",0,28,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"Better partnering between networks and distributors and tech platforms, Strauss added, will lower churn rates.",0,28,1.0,0,0,0,1.0,0,0,1.0,1.0,0,0,1.0,1,0,0,0,1.0,1.0,0,0,0,0,0
2,2023,0,0,0,"Bravo fans headed to Las Vegas to soak up  BravoCon will have a number of treats in store for them thanks to sponsors, who have created on-site attractions designed to match the channel’s unique take on reality.",0,25,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
2,2023,0,0,0,Advertisers can use contextual targeting capabilities,0,29,1.0,0,0,0,1.0,0,0,0,0,0,1.0,1.0,1,1,0,0,0,0,0,1.0,0,0,0
"0,1",2023,0,0,0,"I’ve had a front-row seat to  streaming ’s rise — during almost a decade’s worth of service as one of  President Barack Obama’s appointees to the Federal Communications Commission (FCC) and, before that, 11 years on the Public Service Commission back home in my beloved South Carolina. And now I’m excited to put that experience to work in my new role advising the   Streaming Innovation Alliance , which advocates for policies that support diversity, value, affordability, and choice in  video streaming .",0,"11,23",0.0,0,1.0,0,1.0,0,1.0,0,0,0,0,1.0,1,0,0,0,0,1.0,0,0,0,1.0,0
0,2023,0,0,0,"We received volumes of public comments from businesses, consumer groups, and regular citizens. We built a diverse record, analyzed all the input, and … chose to let  streaming develop without those old regulations. Well, 10 years later, it turns out that  streaming services didn’t need those old rules to bring new and meaningful stories, opportunities, and options to life for consumers. The  streaming industry’s groundbreaking storytellers and engineers, not FCC regulations, are delivering those benefits to the market by investing bravely and embracing new technology.",0,11,1.0,0,1.0,1.0,0,0,1.0,0,1.0,0,1.0,0,1,0,1.0,1.0,0,0,0,0,0,1.0,0
1,2023,0,0,0,"The notice of proposed rulemaking (NPRM), which Rosenworcel has teed up for a vote at the commission's December public meeting, would also require multichannel  video programming distributors (MVPDs) to provide rebates to customers who cancel service before the end of a month for which they have already paid.",0,20,1.0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,1,1,0,0,0,1.0,0,0,0,0,0
1,2023,0,0,0,"Virtual pay TV companies now control more than 20% of U.S. pay TV. And since they're not beholden to traditional broadcast retransmission rules, that's bad news for station groups",0,20,1.0,0,0,1.0,1.0,0,0,0,1.0,0,0,1.0,1,1,0,0,0,1.0,0,0,0,0,0
2,2023,0,0,0,"Epsilon’s first-party data will give AudienceXpress more information about transactions and consumer behavior, enabling it to create more precise connected TV audience segments for clients.",0,27,1.0,0,0,0,1.0,1.0,0,0,0,0,1.0,1.0,1,1,0,1.0,0,0,0,0,0,0,0
1,2023,0,0,0,"With   Hulu Plus Live TV,  Sling TV and Fubo all adding customers in Q3, the vMVPD category now controls, for the first time, more than 20% of U.S. pay TV customers.",0,20,1.0,0,0,1.0,1.0,0,0,0,1.0,0,0,1.0,1,1,0,0,0,1.0,0,0,0,0,0
2,2023,0,0,0,"The Wonder Women awards, key fixtures on the  media calendar since 1999, honor excellence in women leaders in  media businesses including programming and operations,  streaming , marketing, advertising and technology. MCN proudly notes that the luncheon’s event partner, once again, is the  New York chapter of The WICT Network .",0,25,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0
2,2023,0,0,0,"Viamedia said it launched Parrot Ad Decisioning Systems, a new managed service that enables multichannel  video programming distributors (MVPDs) to insert regionally targeted ads on linear systems to match the local ads running on traditional cable TV systems.",0,29,1.0,0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,1,1,0,0,0,0,0,1.0,0,0,0
1,2023,0,0,0,"In August, WOW! began offering  YouTube TV to new customers at a $10-a-month discount for one year, with the virtual pay TV's billing integrated into their monthly high-speed internet and/or mobile statement.",0,20,1.0,0,0,1.0,1.0,0,0,0,1.0,0,0,1.0,1,1,0,0,0,1.0,0,0,0,0,0
2,2023,0,0,0,"With the TV industry in transition between traditional and digital advertising, and sellers scrambling to make their revenue goals in a tough economy, it might seem difficult to get too excited about a new order management system.",0,29,1.0,0,1.0,1.0,1.0,0,1.0,0,0,0,0,1.0,1,1,0,0,0,0,0,1.0,0,0,0
2,2023,0,0,0,"Alison is extremely well-respected across the advertising ecosystem for her focus on partnership as well as her innovative leadership in the Connected TV and digital ad space,“ Marshall said. “As a pioneer of the shift to data-driven selling, Alison brought instrumental value to the marketplace at large, and I have no doubt her acumen and experience will bring incredible value to our team.”",0,"27,29",0.0,0,0,0,1.0,1.0,0,1.0,0,0,1.0,1.0,1,0,0,1.0,0,0,0,1.0,0,0,0
2,2023,0,0,0,"Audience Manager is available in the U.S. and has already been adopted by 13 publishers, with audience matching three to four times better than FreeWheel previously provided.",0,26,1.0,0,0,0,1.0,0,0,0,1.0,0,1.0,1.0,1,0,0,1.0,0,1.0,0,0,0,0,0
1,2023,0,0,0,"Also, 57% of all Sunday Ticket subscribers arrive via  Google 's virtual MVPD, Antenna said. This data conflicts with  Morgan Stanley Research numbers published last month that suggested only around 20% of subscribers come from YouTube TV vs. the YouTube Primetime Channels marketplace.",0,20,1.0,0,0,1.0,1.0,0,0,0,1.0,0,0,1.0,1,1,0,0,0,1.0,0,0,0,0,0
0,2023,0,0,0,"Not only did veteran  Cisco Systems executive Michael Glickman  assume the reins in July from the only CEO Casa Systems has ever known, the founder himself, the retired Jerry Guo, he did at so at a low point for cable broadband technology vendors in general, with operators’ mouths full chewing on inventories frantically amassed during high pandemic usage levels.",0,2,1.0,1.0,0,1.0,0,0,0,0,0,0,1.0,0,1,1,0,0,1.0,0,0,0,0,0,0
2,2023,0,0,0,"FreeWheel, Comcast’s ad tech company , said it made a deal with OrkaTV that will help its clients reach target audiences on free ad-supported  streaming television (FAST) channels.",0,29,1.0,0,0,0,1.0,0,0,0,1.0,0,1.0,1.0,1,1,0,0,0,0,0,1.0,0,0,0
0,2023,0,0,0,"In making the proposal, Rosenworcel cited  President Joe Biden’s executive order on Promoting Competition in the American Economy , which “encouraged” the FCC to prohibit “unjust or unreasonable early termination fees for end-user communication contracts,” signaling that Rosenworcel also considers them to be either unjust or unreasonable.",0,11,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0
2,2023,0,0,0,"The Daily Beast reported that Rustin, ""is a thrilling, defining moment for the gay civil rights activist history books too often ignore, with a Colman Domingo performance that should have Oscar calling.""",0,25,1.0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,1,0,1.0,0,0,0,0,0,0,1.0,0
2,2023,0,0,0,"The TV ad marketplace continues to grow, evolve and shift constantly and dynamically, and so we recognized the need to provide a way for advertisers to find and connect with their audiences when, where and how they want to consume  media ,” said  Katy Loria, chief revenue officer of AudienceXpress and FreeWheel , Comcast’s ad tech company. “This new partnership brings together some of the core strengths and assets of two key industry players to deliver a much needed way for advertisers to navigate and thrive in today’s TV ad ecosystem.”",0,29,1.0,0,1.0,1.0,1.0,0,0,0,1.0,0,0,1.0,1,1,0,0,0,0,0,1.0,0,0,0
1,2023,0,0,0,"Parrot ADS presents an enormous opportunity for MVPDs to effortlessly package and execute their linear inventory with connected TV (CTV) inventory, all while better serving their local communities, businesses and advertisers,”  Viamedia CEO David Solomon said. “Parrot ADS is not just a solution; it’s a revolution in advertising. Its simplicity and efficiency during this pivotal transitionary phase are unparalleled. It’s a genuine win for all stakeholders.”",0,20,1.0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,1,0,0,1.0,0,1.0,0,1.0,0,0,0
2,2023,0,0,0,"Dish lost 64,000 pay TV subscribers in the third quarter and posted a $139 million loss.",0,28,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
2,2023,0,0,0,This weekend’s lineup of live sports events begins on the soccer field with the National Women's Soccer League championship game.,0,25,1.0,0,0,0,1.0,0,0,1.0,0,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0
0,2023,0,0,0,"YouTube TV allows us to transition away from higher-cost, low-margin  video to a higher-margin service with an even greater mix of channels for our customers,” Elder said. “What we are doing is unique among cable operators and is giving customers more of what they really want at a much better price.”",0,1,1.0,1.0,0,1.0,0,0,0,1.0,0,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"That means that  Disney would continue to make ESPN available a part of the bundle, while also releasing a version of the network “on a true a la carte basis in DTC form,” he said.",0,26,1.0,0,0,0,1.0,0,0,1.0,1.0,0,0,1.0,1,1,1.0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"The study found that 84% of FAST ad buyers expect their spending on such services to grow in 2024, with 48% of buyers saying they currently use FAST channels in their  media planning and buying.",0,29,1.0,0,0,0,1.0,0,0,1.0,1.0,0,1.0,0,1,1,0,0,0,0,0,1.0,0,0,0
2,2023,0,0,0,"Since adopting FreeWheel’s Audience Manager, we’ve been able to target our inventory with improved ingestion and activation speed,” Seth Wernick, senior VP, revenue operations at  Crackle , said. “FreeWheel has made a significant impact on our audience-based campaigns as we look to reach consumers across today’s fragmented TV ad ecosystem.”",0,29,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,1,1,0,0,0,0,0,1.0,0,0,0
2,2023,0,0,0,"Dish finished the quarter with 8.84 million pay TV subscribers, down from 8.904 million at the end of the second quarter and 10.02 million a year ago.",0,28,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"Dish Network swung to a loss in the third quarter as it lost 64,000 pay-TV subscribers.",0,28,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
2,2023,0,0,0,Bravolebrities will stop by the shop and there will be sweepstakes and merchandise giveaways.,0,25,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"We’re proud to work with VideoAmp to provide their advanced measurement to our clients and further solidify our commitment to advanced advertising solutions,” Casey Gould, senior VP, ad sales and advanced advertising at  Hallmark Media , said. “As we head into the launch of our highly anticipated holiday season, this partnership will offer our advertisers new, rewarding data findings that showcase the value of advertising within our unique brand of feel-good content and reinforce our presence as a leading destination in the cable landscape.”",0,29,1.0,0,0,0,1.0,0,0,0,0,0,1.0,0,1,1,0,0,0,0,0,1.0,0,0,0
2,2023,0,0,0,"The broadcaster reiterated that networks and affiliates are aligned in preserving and growing retrans revenues, and that broadcasters and distributors are aligned in slowing subscriber churn.",0,28,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,1,0,1.0,0,0,1.0,0,0,0,0,0
2,2023,0,0,0,"The studios said they also met “nearly all” of the union’s demands on casting, including guardrails around self-tapes, options for virtual and in-person auditions, and accommodations for performers with disabilities.",0,25,1.0,0,0,0,1.0,0,0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
"0,1",2023,0,0,0,"Speaking on  the company’s third-quarter earnings call Thursday , Comcast president Michael Cavanagh said that peak broadband network traffic has shifted from Sunday nights to Thursdays now that Thursday Night Football streams exclusively on Amazon Prime Video.",0,"2,17",1.0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,1,0,0,0,1.0,0,0,0,0,0,1.0
2,2023,0,0,0,"Our unified ad-decisioning platform was designed to allow clients, like Paramount, to build upon our capabilities to meet their specific programmatic needs,” FreeWheel general manager Mark McKee said. “In this case, Conduit utilizes the FreeWheel platform to make a unified decision on Paramount’s behalf, enabling advertisers to tap into the scale of Paramount’s global portfolio in a way that optimizes ad spend and maintains a premium advertising experience for consumers.”",0,29,1.0,0,0,0,1.0,0,0,0,1.0,0,1.0,1.0,1,0,0,0,0,1.0,0,1.0,0,0,0
0,2023,0,0,0,"Such blackouts are a form of leverage in what is a marketplace negotiation, but Rosenworcel clearly sees blackouts as unfair to consumers.",0,2,1.0,0,0,1.0,0,0,0,0,0,0,1.0,0,1,1,0,0,1.0,0,0,0,0,0,0
0,2023,0,0,0,"The Federal Communications Commission has voted 3-2 to begin the process of giving utility-style authority to regulate broadband access by  reclassifying broadband as a Title II telecommunications service subject to some common-carrier regulations and then restoring bright-line rules against blocking, throttling and paid prioritization.",0,2,1.0,0,0,1.0,0,0,0,0,0,0,1.0,0,1,0,0,0,1.0,0,0,0,0,1.0,0
0,2023,0,0,0,"If past is prologue, though, and the Democratic-led FCC decides to reregulate broadband, a decision won't come for several months. That decision will then almost certainly be appealed to the FCC, taken to court or both.",0,11,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0
0,2023,0,0,0,"Gomez said the effort was not about controlling the internet or its rates, but about getting input on how best to create a needed national regulatory framework to make sure the internet remains accessible, secure, open and available, including to historically underserved communities. Gomez, who is Hispanic, delivered her open meeting remarks in both English and Spanish.",0,11,1.0,0,1.0,0,1.0,0,1.0,0,0,0,0,1.0,1,1,0,0,0,0,0,0,0,1.0,0
