stage,index,path,year-month,date,article_idx,article_title,article_length,paragraph,check,2500Bott,singlebott,Bottid,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",advertising,end_users,external_partners,substitutional_partners,bott_list
0.0,169788,./htmls/Factiva-20240111-0346 (2).html,2016-01-01 00:00:00,2016-01-25 00:00:00,87,"New Retrans Battlefront: the Web; Stations and MSOs square off , putting Comcast’s NBC in a tight spot    ",24,That strain (see sidebar) has also put a spotlight on a thorny issue for FCC chairman Tom Wheeler. He has long professed that his agency is not in the business of regulating  online content . But he does say it’s in the business of regulating access to that  content to ensure it fl ows freely.,0,1,1,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2.0,169828,./htmls/Factiva-20240111-0346 (2).html,2016-01-01 00:00:00,2016-01-25 00:00:00,89,"Taking TV Viewing Metrics to Heart; Canvs mines, analyzes social-TV chatter to map watchers’ emotions    ",22,"And Canvs pulls down and analyzes that information quickly and presents it in a Web-style dashboard that is updated daily, offering the kind of information that could be obtained via fi eld surveys, but revealed in less time and for less cost — essentially accelerating the feedback loop.",0,1,1,27,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0.0,169868,./htmls/Factiva-20240111-0346 (2).html,2016-01-01 00:00:00,2016-01-25 00:00:00,91,"As the Bundle Shrinks in Linear TV,    OTT  Execs See Strength in Numbers; YouTube, AOL, NBCU execs forecast longer    video  formats, aggregation of services    ",17,"Freeman: Ben, why is YouTube Red putting  content behind a paywall?",0,1,1,9,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0.0
2.0,169908,./htmls/Factiva-20240111-0346 (2).html,2016-01-01 00:00:00,2016-01-25 00:00:00,94,Big Data Dream; Big data is everywhere--now what to do with it? New tools unlock the secrets of consumer desire.,16,"One Big Knowledge app—a “machine-learning scheduling opti-mizer”—tracked historical ratings across a three-year span to learn year-over-year trends and seasonal consumption habits, then applied its smarts to an eight-week span, simulating various scenarios. The Optimizer crunched through options for airing 50 different half-hour episodes and 80 hour-long shows across six different genres to fll the 30 half-hour slots of prime time TV from 8–11 p.m. Monday to Friday. The resulting model yielded a 4% boost in viewership, which would bring in an extra $6 million a year. Better yet, the app runs on its own and can make these decisions hundreds of times a week.",0,1,1,24,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,400197,./htmls/Factiva-20240111-0347.html,2016-01-01 00:00:00,2016-01-25 00:00:00,13,Kocktails’ Served at TCA Tour; Session goes beyond Lamar Odom to look at the DNA of Piligian’s latest,16,"Recovery Road stars Jessica Sula as Maddie, a teen-aged addict who refuses to admit that she has an alcohol problem, even as the pilot’s opening scene fi nds her lying face down on someone’s nicely manicured lawn, suffering from a hangover. Awakened by the sprinkler system, Maddie is able to pull herself together for school, but when Cynthia (Alexa Carra), the high-school guidance counselor, fi nds vodka in a water bottle stashed in Maddie’s school locker, the teen-ager is forced to attend an adult halfway house as an alternative to being expelled.",0,1,1,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,400357,./htmls/Factiva-20240111-0347.html,2016-01-01 00:00:00,2016-01-18 00:00:00,21,Met Opera Tests Digital Pipes For Art Form That’s Already    OTT ; Met maestro Peter Gelb sees apps as the Lincoln Center fi xture’s next growth area,26,Is it difficult to consider those kinds of changes given the deep-rooted traditions at the Met?,0,1,1,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,400397,./htmls/Factiva-20240111-0347.html,2016-01-01 00:00:00,2016-01-18 00:00:00,24,AT&T U-verse Phase-Out Could Help Charter; Cable operator competes with the telco’s TV service in 29% of its footprint,29,"While AT&T could aggressively discount DirecTV service in its U-verse TV territories to make its package more palatable to consumers, de Sa believes that won’t happen for at least the next 12 to 18 months, as AT&T concentrates on post-merger integration, deploying its planned unifi ed satellite/managed IP platform and neutralizing overall  content costs.",0,1,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,400597,./htmls/Factiva-20240111-0347.html,2016-01-01 00:00:00,2016-01-18 00:00:00,36,Waking the Dead; Resurrected horror fr anchise s s care up new fans,43,"The fans wanted more story — they love the world and the characters and they can’t abide by the fact that the story has ended,” Starz managing director Carmi Zlotnik said. “They’re looking for that continuation that keeps the world going and keeps their heroes functioning in a way they want to see them.”",0,1,1,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2.0,401157,./htmls/Factiva-20240111-0347.html,2016-01-01 00:00:00,2016-01-04 00:00:00,62,"Mergers Drive Cable Stocks, but Not as Much; As dealmaking dies down, so do share-price gains in MSO sector    ",30,"Comcast will likely continue to take share from satellite and telco competitors in the coming year, Pivotal Research Group CEO and senior  media & communications analyst Jeff Wlodarczak said in a note to clients, adding that its ownership of programmer NBCUniversal will at least help off set some increases in programming costs.",0,1,1,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0.0,401197,./htmls/Factiva-20240111-0347.html,2016-01-01 00:00:00,2016-01-04 00:00:00,73,Embracing the Enemy; Over-the-top services pose big risks — and bigger opportunities — for the TV industry,37,"Comcast and other operators are also continuing to upgrade their networks to provide faster broadband speeds, new services and expanded Internet-protocol delivery.",0,1,1,2,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0.0
1.0,401237,./htmls/Factiva-20240111-0347.html,2016-01-01 00:00:00,2016-01-04 00:00:00,74,"Viewing Shifts: Hype and Reality; Much rides on debates over millennials,    OTT  and TV viewing in 2016    ",35,"That trend has been particularly evident with younger viewers. In the third quarter of 2015, TV viewing by 18-to-24-year-olds fell by 2 hours and 4 minutes from a year earlier, per Nielsen, while viewing on multimedia devices such as Roku was up 34 minutes, to 1 hour and 25 minutes a week.",0,1,1,19,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
0.0,401317,./htmls/Factiva-20240111-0347.html,2016-01-01 00:00:00,2016-01-04 00:00:00,81,"CeS 2016: What’s Trending in Las vegas; 4K,    OTT , virtual reality and the Internet of Things will top the agenda at annual mega-show    ",15,"While the likes of  Samsung , Sony, Vizio, LG and Panasonic will be out with their latest (and largest) 4K TVs, expect the heat to turn up on sets that implement high dynamic range (HDR), a technology that brings more pop to those extra pixels.",0,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,88473,./htmls/Factiva-20240111-0346 (1).html,2016-03-01 00:00:00,2016-03-28 00:00:00,56,Hitting Millennial Voters Where They Live; Youth-targeted networks take their campaign 2016 coverage    online,30,"The music channel's primarily digital political  content will be headed by millennial journalist Amrit Singh as well as a “kitchen cabinet” of young political voices who will discuss the campaign on Revolt.tv and social- media outlets such as Twitter, Facebook and Instagram.",0,1,0,"18,19",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,88593,./htmls/Factiva-20240111-0346 (1).html,2016-03-01 00:00:00,2016-03-28 00:00:00,61,"Wired-Less World; Verizon looks to reinvent its TV business for a mobile, 5G future    ",66,"Increasing the number of go90 users is a priority, but it's not the main point of the service, Verizon chief financial officer Fran Shammo said on a January earnings call.",0,1,1,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0.0,88713,./htmls/Factiva-20240111-0346 (1).html,2016-03-01 00:00:00,2016-03-28 00:00:00,68,Unlocking’ the Box Brings Uncertainty; FCC set-top initiative targets retail choice while apps keep rolling along,24,"On the other end, the cable industry, led by the  National Cable & Telecommunications Association , claims that the market for retail  video devices is doing just fine on its own, free of mandates and driven by an apps-based economy.",0,1,0,"7,8",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.0
1.0,88873,./htmls/Factiva-20240111-0346 (1).html,2016-03-01 00:00:00,2016-03-21 00:00:00,79,Attracting a Digital Crowd; Social virtual reality rises along with new platforms,18,"Samsung , which has been bundling the Gear VR with its new S7 smartphones, hasn’t announced how many headsets have been shipped, but “suffice it to say we’ve been really excited with the way that adoption has gone,” Romo said. “When we launched [on that platform] we saw a huge push from those folks to get on the product … We now have an opportunity to get in front of a much broader audience.”",0,1,1,15,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0
1.0,89113,./htmls/Factiva-20240111-0346 (1).html,2016-03-01 00:00:00,2016-03-14 00:00:00,90,"Beyond the Demo; For decades, “the demo” has ruled the TV ad biz. Now Big Data targets viewers not for how they look alike but for how they act alike.    ",19,"Viewers of HBO’s Game of Thrones are of a particular stripe (probably covered in animal fur), a community of some eight million who watched the season five finale last year. Now let’s say 30 percent of them also are fans of The Walking Dead on AMC, whose season five finale last year garnered 15.8 million viewers. By inference, given that 2.4 million viewers of The Walking Dead are also fans of Game oj Thrones, the other 13.4 million zombie-watchers on AMC might be ripe for converting over to Thrones.",0,1,0,"17,21",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,168413,./htmls/Factiva-20240111-0346 (2).html,2016-03-01 00:00:00,2016-03-07 00:00:00,10,BLOG: THE BAUMINATOR; Comcast Revs Up Some 360    Video,5,"Offering a taste of 360-degree  video , Comcast has expanded on its NASCAR title sponsorship by posting a short virtual reality  video that gives viewers an immersive view of the Homestead-Miami Speedway and a chance to ride shotgun with driver Daniel Suárez (fi ttingly in the Arris car).",0,1,1,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0.0,168453,./htmls/Factiva-20240111-0346 (2).html,2016-03-01 00:00:00,2016-03-07 00:00:00,12,"ATSC 3.0 Passes Key Test, But Is It Ready to Graduate? South Korea test signals leap, but business model remains incomplete    ",31,"They’re looking at the 4K UHD ecosystem, and making sure they’re at the forefront, and they’ve provided a lot of incentives for broadcasters to be part of the ecosystem,” he said. “Despite what you see going on in Korea, it looks to me like a technology in need of a business case more than anything else.",0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,168573,./htmls/Factiva-20240111-0346 (2).html,2016-03-01 00:00:00,2016-03-07 00:00:00,16,ACA Summit: Cable Wants Bundle Options,6,"The paradigm has really shifted,” Polka said. “The next time deals are renegotiated, the marketplace will have fundamentally changed. Large programmers’ insistence on big bundles, carriage mandates and tiering penalties … simply won’t work for ACA members and their customers in today’s app-enabled world of greater choice.”",0,1,1,16,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
0.0,83689,./htmls/Factiva-20240111-0345.html,2016-11-01 00:00:00,2016-11-14 00:00:00,5,NOW WHAT? Cable industry has little to go on in parsing the Trump telecom agenda,46,"Republicans, who now control both houses of Congress, have been seeking to roll back some of FCC chairman Tom Wheeler's regulatory agenda, including the reclassification of ISPs under Title II.",0,1,1,11,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0
0.0,83889,./htmls/Factiva-20240111-0345.html,2016-11-01 00:00:00,2016-11-14 00:00:00,13,"UHD Blu-ray Looks to Catch Up; A disparity in sales of stand-alone players, as 4K UHD TV sales have hit 10 million    ",10,"Hollywood studios have a vested interest in consumer adoption of 4K TVs, with 2016 marking the first 4K UHD Blu-ray Disc releases, potentially the final physical disc format the entertainment industry puts its weight behind. And nobody's panicking about the disparity between 10 million 4K sets and less than 100,000 4K Blu-ray players.",0,1,1,5,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0.0,83969,./htmls/Factiva-20240111-0345.html,2016-11-01 00:00:00,2016-11-14 00:00:00,16,Online  Pay TV Pioneer Nears 1M Subs; Dish's Sling TV posts (estimated) gains ahead of DirecTV launch of rival    OTT  offering,30,"On the Dish Network earnings call, chairman and CEO Charlie Ergen likened  OTT to the direct-broadcast satellite business, adding that it will likely evolve even further as time passes.",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0.0,84009,./htmls/Factiva-20240111-0345.html,2016-11-01 00:00:00,2016-11-14 00:00:00,20,"Q3 Pay TV Losses Are Flat, But Winds of Change Blowing; Analysts bracing for impact of coming live    OTT  services    ",35,"Pay TV subscribers were leaving the ranks in the third quarter at about the same rate they did last year, but some analysts are bracing for the impact that new over-the-top offerings from DirecTV and  Hulu might have on overall cord-cutting.",0,1,1,7,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.0
1.0,84329,./htmls/Factiva-20240111-0345.html,2016-11-01 00:00:00,2016-11-07 00:00:00,36,"Why TV Is Going To the    Movies ; Cable, broadcast networks are looking to theatrical films for    series  inspiration    ",49,"On the flip side, Starz's Ash vs Evil Dead, based on the 1981 horror  film The Evil Dead, picks up the story 30 years later, with Bruce Campbell reprising his role as unlikely demon-killing hero Ash Williams. The network was able to capitalize on Evil Dead's passionate cult following, creating a  series that was renewed for its third season just last month.",0,1,1,17,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0
1.0,84489,./htmls/Factiva-20240111-0345.html,2016-11-01 00:00:00,2016-11-07 00:00:00,44,Family Dramas Feel Like Home; Domestic life makes a comeback in the hourlong format,17,"The traditional one-hour family  drama genre, once a staple of primetime TV lineups but in recent years pushed to the backburner by darker, more provocative  drama projects, is once again beginning to find its footing with the recent success of two freshman  series .",0,1,1,17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
0.0,302373,./htmls/Factiva-20240111-0344 (2).html,2016-11-01 00:00:00,2016-11-21 00:00:00,94,Discovering TV's New Terrain; Programmer    Discovery  targets younger viewers with a watch-everywhere digital strategy,68,"Leading the charge is  Discovery chief commercial officer Paul Guyardo, who joined  Discovery about a year ago after a 10-year stint as chief revenue officer at DirecTV. A savvy marketer who was part of the team that helped grow DirecTV's subscriber base from 15 million to more than 20 million, Guyardo is the point man in  Discovery 's ambitious new plan, not only in charge of U.S. digital operations, but also taking over its Eurosports.com digital initiative in Europe.",0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0.0,302453,./htmls/Factiva-20240111-0344 (2).html,2016-11-01 00:00:00,2016-11-21 00:00:00,95,ATSC 3.0: It's Here Next Year; Accenture's Chapman: South Korea rollout offers lessons for next-generation broadcast standard,26,"MC: I think broadcasters are at a point in the  video ecosystem where they really get to define their future. With all the changes happening in the  video ecosystem more broadly, they need to really take advantage of next-generation technologies and really cement their place in the ecosystem. I'm encouraging broadcasters how to use 3.0 to get there.",0,1,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2.0,300987,./htmls/Factiva-20240111-0344 (2).html,2016-12-01 00:00:00,2016-12-19 00:00:00,37,THE B&C AND Multichannel NEWS® POWER 100 2016; A year like no other inspires a new roster of potentates shaping the television landscape. They are the best. Believe us.,336,"While Telemundo is making the U.S. Hispanic ratings derby more competitive lately, Falco has steered Univision toward younger, millennial viewers through the creation of original multi-platform  content . Falco in 2016 oversaw Univision's acquisition of millennial-targeted  media company Fusion through the purchase of  Disney 's stake in the service. It also acquired satirical  media group The Onion and the legally humbled Gawker  Media . Still in the wings is a potential Univision public offering in 2017.",0,1,1,28,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,301107,./htmls/Factiva-20240111-0344 (2).html,2016-12-01 00:00:00,2016-12-19 00:00:00,37,THE B&C AND Multichannel NEWS® POWER 100 2016; A year like no other inspires a new roster of potentates shaping the television landscape. They are the best. Believe us.,336,"The present looks bright for CBS Sports, and thanks to its chief, so does the future. CBS Sports’ and Turner's NCAA March Madness pact is good through 2032, and CBS has the PGA Tour zipped up through 2021. Super Bowl 50's rating wasn't the highest ever, but at just shy of 112 million viewers, it was close. With an eye on that future, CBS All Access started  streaming NFL games Dec. 4, and CBS Sports Network aired esports Dec. 12.",0,1,0,"17,21",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,301227,./htmls/Factiva-20240111-0344 (2).html,2016-12-01 00:00:00,2016-12-19 00:00:00,37,THE B&C AND Multichannel NEWS® POWER 100 2016; A year like no other inspires a new roster of potentates shaping the television landscape. They are the best. Believe us.,336,"Bavor has been driving a vision that seemingly ensures  Google will maintain and grow its VR leadership position as the technology connects with the mainstream. To wit:  Google recently added Daydream View, a mobile-connected headset with motion controllers that relies on the company's popular Android platform. Expect much more in store; there are rumors  Google is also pursuing higher-end headsets and broader ecosystems to take on Oculus Rift and HTC Vive.",0,1,1,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,301387,./htmls/Factiva-20240111-0344 (2).html,2016-12-01 00:00:00,2016-12-19 00:00:00,46,Can PhoenixBTV Succeed Where Aereo Failed? Small    streaming -TV trial delivers local stations with broadcasters’ blessing,24,"PhoenixBTV currently offers a mix of local stations and broadcast diginets such as AZTV, MeTV, TuffTV, This TV, Retro TV, Rev'n, Azteca and Estrella TV, among others. However, it does not yet offer access to local affiliates of the Big Four networks, ABC, NBC, CBS and Fox.",0,1,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,301507,./htmls/Factiva-20240111-0344 (2).html,2016-12-01 00:00:00,2016-12-12 00:00:00,51,X1: The Rocket Fueling Comcast Growth; Rollout of next-gen platform a big focus for Comcast Cable CEO Smit,29,"We're all about saving the customers’ time,” Smit said. “Their time is precious and we have to respect that. The  Netflix integration was saving the customer's time; it was making it more convenient for them. They didn't have to switch over to input B, they could just speak into their voice remote and say ‘Find Orange is the New Black.’ It was grounded in making the customer's life more convenient and saving them time.”",0,1,1,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,301707,./htmls/Factiva-20240111-0344 (2).html,2016-12-01 00:00:00,2016-12-12 00:00:00,63,"Reining in the Bits and Bytes; Visbit aims to keep bandwidth requirements in check for VR, 360-degree    video     ",18,"VR and 360  video simply “needs more pixels than regular  video ,” Dr. Changyin Zhou, Visbit's cofounder and CEO, said, noting that it presents a “big gap” between network and  content requirements.",0,1,1,15,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0.0
2.0,301867,./htmls/Factiva-20240111-0344 (2).html,2016-12-01 00:00:00,2016-12-05 00:00:00,72,LeEco Rolls the Dice on U.S. Market; Selling television sets at cost or at a loss in China worked to get consumers into LeEco's    content  ecosystem. Will the same strategy work here?,10,"Standard  content services such as  Netflix , Showtime and Pandora are also included, and the company announced Nov. 29 that it's partnered with AT&T to offer new smartphone and TV owners six free months of DirecTV Now, the new service that offers 100-plus channels for $35 per month. Owners of LeEco's high-end uMax85 4K TV will get a year's  subscription for free.",0,1,1,26,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.0
2.0,301907,./htmls/Factiva-20240111-0344 (2).html,2016-12-01 00:00:00,2016-12-05 00:00:00,74,El Rey Network Takes Aim at Strivers’; Looks to connect with a new middle class’ emerging in wake of presidential election,19,"DT: What I'm finding is, advertisers are more interested in following the consumer across dayparts and devices. So, if I know I'm going after a particular psychographic consumer — which is more valuable to me as an advertiser, because I know exactly who they are and know their buying habits and what they're interested in — then the question is, how am I tracking while they're using mobile or the computer while they're watching TV?",0,1,0,"27,29",0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0.0
2.0,302067,./htmls/Factiva-20240111-0344 (2).html,2016-12-01 00:00:00,2016-12-05 00:00:00,80,What's the Long Game on    Video  Shorts? Traditional programmers line up to buy youth-focused digital    content  firms,35,"in a recent interview,  Discovery chief commercial officer Paul Guyardo called the Group Nine investment part of the programmer's three-pronged strategy, consisting of its full product bundle, its participation in skinny bundles for more price-sensitive consumers and the creation of short-form  video and  content partnership Group Nine, which is aimed squarely at younger viewers.",0,1,1,26,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0
0.0,302187,./htmls/Factiva-20240111-0344 (2).html,2016-12-01 00:00:00,2016-12-05 00:00:00,84,Altice USA  to Pivot Away From HFC; Ambitious plan aims for fiber-to-the-premises upgrade in most of footprint by 2022,31,"The launch of the program comes less than six months after Altice closed its acquisition of Cablevision Systems in June, and synchs up with commitments by the MSO to introduce the low-income broadband option throughout the Cablevision service territory.",0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.0
1.0,223212,./htmls/Factiva-20240111-0345 (3).html,2016-05-01 00:00:00,2016-05-30 00:00:00,91,"Streaming  Growth Hits Its High Point; Study: U.S. saturation will spark global expansion, serve niche offerings    ",23,"The $19.09 billion U.S. consumers are expected to spend this year on home  video (or $13.42 per home per month) represents a 3.6% increase over 2015, Strategy Analytics said.",0,1,1,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,223292,./htmls/Factiva-20240111-0345 (3).html,2016-05-01 00:00:00,2016-05-30 00:00:00,95,Why 4K    Streaming  Isn't Easy; CSG's Steffen says the company powering Sony's Ultra service had its work cut out for it,22,NTV: How did CSG and Sony go about offering bonus features with Ultra?,0,1,1,26,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0.0
0.0,223332,./htmls/Factiva-20240111-0345 (3).html,2016-05-01 00:00:00,2016-05-30 00:00:00,97,"Set-Top Pushback Hits a Crescendo; As comments come due, opponents aim to stall Wheeler plan to unlock’ the box    ",23,"The FCC's Democratic majority has only approved a notice of proposed rulemaking, not an order. And the agency could take its time in voting on a final version, which even then won't take hold for another year or two.",0,1,1,11,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.0
0.0,312730,./htmls/Factiva-20240111-0346.html,2016-05-01 00:00:00,2016-05-30 00:00:00,2,Prepping for Life After Thrones’; New HBO content  chief Bloys looks to keep premium net riding high,15,"HBO chairman and CEO Richard Plepler praised Lombardo in a statement: “It goes without saying that Mike's contributions over these many years, most especially in the last nine as president of programming, have been nothing short of extraordinary.”",0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,313050,./htmls/Factiva-20240111-0346.html,2016-05-01 00:00:00,2016-05-16 00:00:00,15,Demystifying the Viewer Path,12,"Breaking Bad's audience started small, but ultimately reached 10 million viewers for the  series finale. Gilligan theorized that his show grew in popularity because as word of mouth spread, new audiences were able to find old episodes on  Netflix , then join the growing real-time audience when it was back in season.",0,1,0,"17,21",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0.0
0.0,313130,./htmls/Factiva-20240111-0346.html,2016-05-01 00:00:00,2016-05-16 00:00:00,17,"Powell Pushes Back; On eve of INTX, NCTA's chief makes his case against Title II, set-top rules    ",103,"MP: Whatever they are, they are the terms and conditions that the companies agreed to as part of the exchange of value in an effort to get the merger approved. I have a longstanding criticism about the way these mergers are done, whether they are truly efforts to prevent competitive harm or they are efforts to regulate substantially more than their jurisdictional authority allows through the use of a vehicle where companies have no choice.",0,1,1,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0.0,313610,./htmls/Factiva-20240111-0346.html,2016-05-01 00:00:00,2016-05-16 00:00:00,34,"Over-the-Top: Where Access Trumps Ownership; Vimeo CEO on company's new    SVOD  strategy, how it will grapple with rivals like Amazon    ",23,The key differences are that Amazon is still only available in five markets where Vimeo is a truly global platform. We have sales in over 200 markets and territories. Our revenue share is still much more creator-friendly. Amazon is taking 50% of revenues on the  TVOD and  SVOD side. We're taking just 10% on the  TVOD side and we're charging just $1 per subscriber per month on the  SVOD side. We think that our platform really stands apart.,0,1,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,313730,./htmls/Factiva-20240111-0346.html,2016-05-01 00:00:00,2016-05-09 00:00:00,44,"MVPDs, Networks Sweat Day/Date VOD Debate;    Streaming  threatens part of the TV landscape once thought safe    ",27,"Nobody was asking what consumers wanted,” Chris Rethore, the VP and GM of Los Angeles-based research firm MarketCast told Next TV. “Nobody asked when cost would become a factor for those who would use [premium VOD].” So Rethore co-authored a study, interviewing 1,200 U.S. consumers (ages 18-64) in March, focused around a simple question: would you pay $50 to watch a  film the same day it appeared in theaters?",0,1,1,19,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,313810,./htmls/Factiva-20240111-0346.html,2016-05-01 00:00:00,2016-05-09 00:00:00,51,Streaming : The Winning Play; Major sports events attract big audiences via    online  platforms,54,"Consumers are taking advantage of TV-everywhere and  OTT streaming services that sports leagues and networks offer in increasing numbers, with mobile views augmenting the longer established out-of-market pay TV offerings.",0,1,0,"17,18",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
0.0,314170,./htmls/Factiva-20240111-0346.html,2016-05-01 00:00:00,2016-05-02 00:00:00,68,Vital    Content  Technology Finally Making Its Public Mark; Forensic watermarking is an expanding protection in the battle against piracy,24,"AMC graciously agreed to go public about it, and if you look at them, they're a use case we're proud of,” he said. “On the TV side, with so many companies going day and date with their  content around the world, watermarking has to start at prerelease, before distribution.”",0,1,1,11,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0.0
0.0,222097,./htmls/Factiva-20240111-0345 (3).html,2016-06-01 00:00:00,2016-06-20 00:00:00,30,Telletopia Tweaks    OTT  Redefinition; Says it's a way to protect innovation and bring TV stations into the Internet tent,30,That pause gave Telletopia a chance to refresh its approach in hopes of getting the FCC to act.,0,1,1,11,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0
0.0,222297,./htmls/Factiva-20240111-0345 (3).html,2016-06-01 00:00:00,2016-06-20 00:00:00,48,Title II Settles In as Law of the Land; Court ruling gives FCC free rein to regulate ISPs under more-restrictive regime,39,"A U.S. appeals court has handed the FCC a complete victory in an ISP lawsuit challenging its Open Internet order, meaning ISPs now face common-carrier regulations.",0,1,1,11,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0
1.0,222337,./htmls/Factiva-20240111-0345 (3).html,2016-06-01 00:00:00,2016-06-20 00:00:00,50,BLOG: MCN GUEST BLOG; Applying    OTT  Strategy to Innovation Adoption Lifecycle,4,"Different viewers expect different things, and it can't be easy for the traditional networks to please everyone. For every device-viewer out there, there's someone else who remembers having to turn the knob on a rotor box.",0,1,1,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
0.0,222417,./htmls/Factiva-20240111-0345 (3).html,2016-06-01 00:00:00,2016-06-13 00:00:00,56,"Rocking Steady at Showtime; CEO David Nevins riffs on first year at the helm, originals ramp-up    ",67,"DN: We're about 10 months in. You can buy us on top of your  Hulusubscription or through Apple or Roku and shortly thereafter Android,  Google , and Amazon added us in a similar way as  Hulu , and it's been really working.",0,1,1,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.0
