index,path,year-month,date,paragraph#,article_title,paragraph,2500Bott,singlebott,bott_list,stage,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",advertising,end_users,external_partners,substitutional_partners,length_approx
282913,./htmls/Factiva-20240111-0348 (2).html,2015-05-01 00:00:00,2015-05-11 00:00:00,97,TRANSLATION PLEASE; Acronym Soup: INTX Tech Talk,"CHICAGO — People always ask about the “big things in tech” when coming out of a big industry show like last week’s INTX: Internet & Television Expo. Two plump acronyms stood out: RDK-B and DSTAC. One’s good, one’s not so good.",1,1,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,97.0
282953,./htmls/Factiva-20240111-0348 (2).html,2015-05-01 00:00:00,2015-05-11 00:00:00,99,The Race to Next-Gen Broadcasting; The ATSC Faces Looming Deadlines for Completing Work on Revolutionary New Standard,"The creation of ATSC 3.0 could open up a host of new business for broadcasters. Ultra HD channels, mobile broadcasts to speeding cars, interactive TV, new digital offerings, on demand services, immersive audio and even new offerings for the burgeoning Internet of Things sector are just some of the features that proponents hope could revolutionize traditional broadcasting .",1,1,0,0.0,0,0,1.0,0,0,0,0.0,0.0,0,1,1,1,1,0,0,0,0,1,0.0,0,0,0,99.0
282993,./htmls/Factiva-20240111-0348 (2).html,2015-05-01 00:00:00,2015-05-11 00:00:00,100,"Distribution:    Hulu  Antes Up; Third-Place    SVOD  Provider Uses War Chest to Chase Netfl ix, Amazon    ","While  Hulu will continue to have a direct relationship with its subscribers and bill them directly in the early going, there’s fl exibility in the deal to sell  Hulu directly with an Internet service or with various other bundling options. In some of these future scenarios, the MVPD will own the billing relationship, Canavan said.",1,0,0,0.0,0,0,0.0,0,0,0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,100.0
86125,./htmls/Factiva-20240111-0347 (1).html,2015-11-01 00:00:00,2015-11-30 00:00:00,27,Cord-Cutters Strike Out,"The ability for in-mar-ket fans of the world champion Kansas City Royals, New York Yankees, Cincinnati Reds, St. Louis Cardinals, Texas Rangers or the 11 other MLB teams whose TV rights are held by Fox Sports-owned regionals to watch games on their iPads, phones or computers is a major development for MLB and the programmer. For distributors, the deal further enhances the value of the cable bundle to devoted local sports fans who can’t get enough of their local team.",1,1,0,0.0,0,0,0.0,1,0,0,0.0,1.0,0,0,1,1,0,1,0,0,0,1,0.0,0,0,1,27.0
86165,./htmls/Factiva-20240111-0347 (1).html,2015-11-01 00:00:00,2015-11-30 00:00:00,29,Wheeler: No Rush to Redefine    OTT ; Says broadcast exclusivity may resurface in retransmission-consent review,"FCC chairman Tom Wheeler sent a clear signal during that Nov. 17 hearing that his proposal to reclas-sify some over-the-top  video providers as multichannel  video programming distributors (MVPDs) was not going anywhere in the near term — or the far future, for that matter — unless circumstances change.",1,1,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0.0,0,1,0,29.0
86365,./htmls/Factiva-20240111-0347 (1).html,2015-11-01 00:00:00,2015-11-30 00:00:00,42,Cablevision Capex Could Crimp Altice Cuts; MSO forecast predicts 4% uptick in spending,"Cablevision fled a proxy statement on Nov. 16 concerning its Altice merger, outlining revenue and cost projections for the next fve years.",1,1,0,0.0,0,0,0.0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,42.0
86645,./htmls/Factiva-20240111-0347 (1).html,2015-11-01 00:00:00,2015-11-16 00:00:00,60,Coto-Alvarez to Cap of boxing’s big Year; Nov. 21 PPV will also be swan song for HBO Sports chief Ken Hershman,"MCN: The pay-per-view boxing category has already broken every performance record heading into Saturday’s Miguel Cotto-Canelo Alvarez fght. Put into perspective how big this year was for boxing and the PPV category. Ken Hershman: It was clearly a record-breaking year. Clearly, when you do 4.7 million buys for one event, it signifes that boxing is far from dead and it’s a strong category. I think the handing of of the baton from Mayweather-Pacquiao to Cotto-Canelo is the perfect transition to keep the sport vibrant and thriving.",1,1,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,0,0,0.0,0,0,1,60.0
86685,./htmls/Factiva-20240111-0347 (1).html,2015-11-01 00:00:00,2015-11-16 00:00:00,62,Malone: Quad Play Inevitable’; Says MVNOs are cable’s best wireless option,Liberty  Media CEO Greg Maffei said it held of on a Netfix buy because it owned Starz and feared a Netfix buy would jeopardize the premium channel’s negotiations with cable operators.,1,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,62.0
86805,./htmls/Factiva-20240111-0347 (1).html,2015-11-01 00:00:00,2015-11-09 00:00:00,72,"Disney , Nick Going Old School; Networks aim to appeal to families with throwback brands    ","Kids-targeted networks Nickelodeon and  Disney Channel are turning back the clock, offering blocks of classic TV programming in the hopes that young parents will tune in and watch along with their kids on multiple platforms.",1,0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,72.0
86885,./htmls/Factiva-20240111-0347 (1).html,2015-11-01 00:00:00,2015-11-09 00:00:00,76,KlowdTV Caters to Cord-Cutters;    Subscription OTT  service looks to expand its channel lineup,"Granted, KlowdTV’s current lineup is not exactly brimming with household-name  video services or channels that offer the highest-rated shows.",1,0,0,0.0,0,0,0.0,0,0,0,1.0,0.0,0,0,1,1,1,1,0,0,0,0,0.0,0,0,0,76.0
86925,./htmls/Factiva-20240111-0347 (1).html,2015-11-01 00:00:00,2015-11-09 00:00:00,77,Building Crackle Into More’ Than    OTT ; Sony’s ad-supported    online  service gets ambitious with hourlong    series,"Crackle’s predominantly 18-to-34-year-old male demographic is also evolving and the network is looking more at the psychographics of its  streaming audience. “We’re focused on ‘rechargers,’ people who are in the prime of their professional lives, building careers, working hard and playing hard. They stream to relax, they over-index on game-console usage, and they want things that are hassle-free and accessible.”",1,0,0,0.0,0,0,0.0,1,1,0,0.0,0.0,0,0,1,1,0,0,0,0,0,1,0.0,0,0,1,77.0
87205,./htmls/Factiva-20240111-0347 (1).html,2015-11-01 00:00:00,2015-11-02 00:00:00,89,frame,"Dan Harmon (l.), host of HarmonQuest Live, and Evan Shapiro, EVP, NBCUniversal Digital Enterprises, clown around on opening night of the New York Television Festival.",1,1,0,0.0,0,0,0.0,0,0,0,0.0,1.0,0,0,0,1,1,1,0,0,0,0,0.0,0,0,1,89.0
87285,./htmls/Factiva-20240111-0347 (1).html,2015-11-01 00:00:00,2015-11-02 00:00:00,94,"New Tools Gauge    SVOD  Viewing; Router technology is no magic bullet, but captures reliable Netfl ix data    ","But the system has some important limitations. It can tell when a user is logging into an  SVOD provider such as Netfl ix, or a social  media provider, within the home, but it can’t measure individual programs. That’s because Netfl ix, Facebook and other  SVOD and social  media platforms use the encrypted HTTPS rather than regular HTTP.",1,0,0,0.0,0,0,1.0,0,0,0,1.0,0.0,0,1,0,1,1,0,1,0,0,0,0.0,0,0,0,94.0
164445,./htmls/Factiva-20240111-0347 (2).html,2015-10-01 00:00:00,2015-10-26 00:00:00,10,Web Players Push Back on    OTT  Redefinition; Internet firms offer resistance to FCC’s efforts to regulate    online video,WASHINGTON — The Federal Communications Commission’s proposal to reclassify some over-the-top providers as multichannel  video programming distributors appears to be moving through the agency at the speed of dial-up Internet.,1,0,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0.0,0,1,0,10.0
164605,./htmls/Factiva-20240111-0347 (2).html,2015-10-01 00:00:00,2015-10-26 00:00:00,18,"Shanks Steps Up Fox’s Game; Sports division president makes bold, brand-building moves in pursuit of event audiences    ","ES: You know what I think the beauty is? You don’t know. I think that what we’ve done is created a portfolio of rights from the biggest events in this country like the Super Bowl and the World  Series and the Daytona 500, and also in that portfolio are young, growing sports, like the UFC and soccer — both MLS and international soccer.",1,1,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0,0.0,0,0,1,18.0
164685,./htmls/Factiva-20240111-0347 (2).html,2015-10-01 00:00:00,2015-10-26 00:00:00,21,"Analyst: Bundles Will Be Pruned’; Programmers should brace for price rollbacks, warns BofA Merrill Lynch’s Cohen    ","In a sweeping conversation with Multichannel News and Broadcasting & Cable editorial director Mark Robichaux, Reif Cohen said although so-called skinny bundles are all the rage — smaller  video packages from Sling TV and Verizon Communication’s FiOS TV have grabbed headlines over the past six months — they aren’t economical enough to make a dent in the traditional programming model.",1,1,0,0.0,0,0,0.0,0,0,0,1.0,0.0,0,0,1,1,1,0,0,0,0,1,0.0,0,0,0,21.0
164765,./htmls/Factiva-20240111-0347 (2).html,2015-10-01 00:00:00,2015-10-19 00:00:00,28,Breaking Out the Broadband Meters; Usage-Based Pricing Looks LikeLier as consUmPtion soars,"If the move lets operators tack on an extra monthly charge, that could help ofset subscriber losses by bringing in new revenue and maybe opening up new ways to market to lower-income homes.",1,1,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,28.0
167085,./htmls/Factiva-20240111-0347 (2).html,2015-10-01 00:00:00,2015-10-12 00:00:00,50,"Content  Stocks Slide Further, Ops Inch Up; MERGERS A CAUSE FOR OPTIMISM AFTER AN ALARMING QUARTER    ","Content stocks continued to slide in the third quarter, albeit at a slower pace than earlier in the period, while distributors, riding a new wave of optimism fueled by merger opportunities and broadband superiority, managed to eke out a small gain.",1,1,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,1,0,1,1,0,0,1,0,0,0.0,0,0,0,50.0
167125,./htmls/Factiva-20240111-0347 (2).html,2015-10-01 00:00:00,2015-10-12 00:00:00,51,State Lawmakers Like Charter-TWC,He even suggested that the FCC was essentially bound to approve it.,1,1,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,51.0
167205,./htmls/Factiva-20240111-0347 (2).html,2015-10-01 00:00:00,2015-10-12 00:00:00,58,Networks Learning to Program Social    Media ; Early examples of debuting shows on Facebook point the way,"It is absolutely something we will be considering in the future,” said Jim Marsh, VP, digital and social  media at HBO, which put two episodes on the platform this summer. “Ballers has over 5 million views and the The Brink was around 1 million. So that is huge visibility for a show.”",1,1,0,0.0,0,0,0.0,0,0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,58.0
35708,./htmls/Factiva-20240111-0348.html,2015-09-01 00:00:00,2015-09-21 00:00:00,1,"FCC Defends Its Pivot on Title II; SayS iSP s GOT FaiR WaRNiNG, ORdeR iS ReaSONable    ","FCC supporters have to fle their briefs by Sept. 21, followed by replies from ISPs, other plaintifs and their supporters on Oct. 5. Final briefs are due Oct. 13 and oral argument is Dec. 4.",1,1,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0.0,0,1,0,1.0
35788,./htmls/Factiva-20240111-0348.html,2015-09-01 00:00:00,2015-09-21 00:00:00,7,Expanding the Playbook for Millennials; Whistle Sports offers unique over-the-top sports    content  for Verizon’s go90,"Whistle Sports is developing an array of unique  content for the new ad-based go90 platform. According to Selander, there will be seven new exclusive  series offered on go90 from Whistle Sports, and 85 episodes have already been ordered.",1,0,0,0.0,0,0,0.0,0,0,0,0.0,1.0,1,0,0,1,0,1,0,0,0,0,1.0,0,0,1,7.0
35868,./htmls/Factiva-20240111-0348.html,2015-09-01 00:00:00,2015-09-21 00:00:00,11,"Limited    SerieS , LimitLeSS PotentiaL; A NEw GENERATioN of MiNiSERiES ShAkES UP ThE GENRE    ","What you’re seeing is that there is a place for talent to do a kind of show that should be told in longform, but not over multiple years,” Lombardo said. “You can fnd an audience for that.”",1,0,0,0.0,0,0,1.0,0,0,0,0.0,0.0,0,0,1,1,1,1,0,0,0,0,0.0,0,0,0,11.0
35948,./htmls/Factiva-20240111-0348.html,2015-09-01 00:00:00,2015-09-14 00:00:00,16,Cable Ops Face New Retrans Brute; MEREDITH    MEDIA  GENERAL: LARGEST BIG 4 AFFIL GROUP IN TOP 50 MARKETS,"The combined company, which will be called Meredith  Media General, will control 88 TV stations in 54 markets, or about 30% of U.S. TV households.  Media General said it would divest or swap six stations that butt up against Federal Communications Commission rules in Portland, Ore.; Nashville, Tenn.; Hartford-New Haven, Conn.; Greenville-Spartanburg, S.C.-Asheville, N.C.; Mobile, Ala.-Pensacola, Fla.; and Springfi eld, Mass.",1,0,0,0.0,0,0,0.0,0,0,1,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0.0,0,1,0,16.0
36188,./htmls/Factiva-20240111-0348.html,2015-09-01 00:00:00,2015-09-14 00:00:00,29,"Pay TV Execs: For Viewers, Bundle Is Joy;    CONTENT , AND PACKAGES, STILL HAVE ROBUST’ DEMAND    ","We continue to see viewership across those platforms grow,” Staggs said, adding that viewers who access  content across multiple platforms watch TV four times more  content than those who just watch linear TV.",1,0,0,0.0,0,0,1.0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,29.0
36228,./htmls/Factiva-20240111-0348.html,2015-09-01 00:00:00,2015-09-07 00:00:00,31,"Fuzzy Picture, Clear Signal; FCC ’S WHEELER DECLARES INTERNETAUTHORITY, BUTTARGETS SAY IT’S STILLTOO VAGUE    ","It helps the FCC ’s case that few could dispute broadband’s power and ubiquity, which are self-evident; it’s a point Wheeler makes to buttress his broadband-centricity.",1,1,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0.0,0,1,0,31.0
36268,./htmls/Factiva-20240111-0348.html,2015-09-01 00:00:00,2015-09-07 00:00:00,31,"Fuzzy Picture, Clear Signal; FCC ’S WHEELER DECLARES INTERNETAUTHORITY, BUTTARGETS SAY IT’S STILLTOO VAGUE    ","As the former top lobbyist for both the NCTA and CTIA—The Wireless Association — two of the key constituencies in net neutrality and the IP transition — he can combine the “know it when we see it” approach with “been there, done that.” The chairman has pointed out on more than one occasion, in response to arguments from industry, that he has been in the same position and knows where their interests lie.",1,0,0,0.0,0,0,0.0,0,0,0,0.0,1.0,0,1,0,1,0,0,0,1,0,0,0.0,0,1,0,0.0
36348,./htmls/Factiva-20240111-0348.html,2015-09-01 00:00:00,2015-09-07 00:00:00,37,"Channel Change Divides Cable, Broadcast; OPS, PROGRAMMERS JUST CAN’T AGREE ON HOW TO SHARE    ","WASHINGTON — Broadcasters and cable operators have found something new to be at odds over: Whether to allow broadcasters to share channels outside of the spectrum auction, including preserving their must-carry rights when they share.",1,1,0,0.0,0,0,0.0,0,0,0,0.0,1.0,0,0,0,1,1,1,0,0,0,0,0.0,0,0,0,37.0
36388,./htmls/Factiva-20240111-0348.html,2015-09-01 00:00:00,2015-09-07 00:00:00,40,"NFL Ups    Streaming  Game, Including to College Dorms; RIGHTSHOLDERS EXPAND    ONLINE  ACCESS TO TELECASTS    ",ESPN has already off ered its Monday Night Football telecasts  online via its Watch ESPN authenticated TV Everywhere service.,1,1,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,1,1,0,1,0,0,1,0,0.0,0,0,1,40.0
36468,./htmls/Factiva-20240111-0348.html,2015-09-01 00:00:00,2015-09-07 00:00:00,43,"OTT  Gets More Northern Exposure; Shomi streams across Canada, taking on Netfl ix, CraveTV    ","DA: The landscape here is very different than it is in the U.S. There are a lot more services in the  SVOD landscape there than there are here, so it’s very early days. That’s actually really attractive to me.",1,1,0,0.0,0,0,0.0,1,0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,43.0
36508,./htmls/Factiva-20240111-0348.html,2015-09-01 00:00:00,2015-09-07 00:00:00,44,"IP to Rule at IBC, As Tech Matures; Cloud-based and IP technologies will top list of next-gen TV systems on display in Amsterdam    ","That is important because broadcasters have traditionally relied on intensive computing requirements for handling  video , particularly live  video , that have not been available in standard cloud offerings, explained Tim Felstead, head of marketing at Quantel. As a result, users wouldn’t gain some of the benefi ts that were widely claimed for cloud-based systems.",1,0,0,0.0,0,0,1.0,0,0,0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0.0,0,0,0,44.0
36628,./htmls/Factiva-20240111-0348.html,2015-09-01 00:00:00,2015-09-07 00:00:00,48,"Just One More Payday for Money’; AFTER SATURDAY, PPV INDUSTRY MUST COPE WITH LIFE WITHOUT MAYWEATHER    ","Of course, there is the potential that the industry will see Mayweather in the ring again after the Berto fight. Mayweather has retired and unretired in the past, and with a chance to build a 2016 mega PPV event around breaking legendary heavyweight champion Rocky Mar-ciano’s 49-0 mark in his next fight — assuming he gets by Berto — industry observers say it’s a good bet we’ll see Mayweather back in the ring.",1,1,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,0,0,0.0,0,0,1,48.0
167799,./htmls/Factiva-20240111-0347 (2).html,2015-09-01 00:00:00,2015-09-28 00:00:00,81,"Banking on Virtual Reality; Jaunt, with    Disney  ’s backing, looks to scale up    content  creation    ","JC: We’re seeing a lot of interest in several genres. One is music, which is so well-suited for cinematic VR in that a lot of the experiences tend to be shortform — three min¬utes, fi ve minutes, 10 minutes. It’s great for music because you can establish this emotional connection with the viewer through music very quickly like with the Paul McCartney piece we did that’s very popular.",1,0,0,0.0,0,0,1.0,0,0,0,0.0,0.0,0,0,1,1,0,1,0,0,0,1,0.0,0,0,1,81.0
167879,./htmls/Factiva-20240111-0347 (2).html,2015-09-01 00:00:00,2015-09-28 00:00:00,88,Over-the-Top    Video  Is Going Mobile; Will account for 50% of    online video  starts by year-end,"On the ad front, Ooyala found that 49% of all ad impressions for publishers were on mobile devices (34% on mobile phones, and 15% on tablets), up 11% from the previous quarter. Publishers, meanwhile, saw PC impressions drop to 50%, from 62% in the previous quarter.",1,0,0,0.0,0,0,0.0,0,0,0,0.0,1.0,0,0,1,1,0,0,0,0,0,1,1.0,0,0,0,88.0
167919,./htmls/Factiva-20240111-0347 (2).html,2015-09-01 00:00:00,2015-09-28 00:00:00,89,"TV Tech’s Silent Disruption;    OTT -vs.-linear stress is nothing compared with scramble to adapt to a world defi ned by    Google ,    Microsoft , Amazon and Apple    ","They also provide a useful starting point for reducing some of the complexity of the current infrastructure. “We are looking for ways to combine our broadcast and digital infrastructures whenever possible,” said Keith Jackson, senior vice president and CTO of engineering at NBCUniversal. “The goal being a converged ecosystem with reduced complexities. … We are making good progress, but it is still a work in progress.”",1,0,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,89.0
168079,./htmls/Factiva-20240111-0347 (2).html,2015-09-01 00:00:00,2015-09-28 00:00:00,94,"AT&T’s Ais War; WITH DIRECTV IN THE FOLD, TELCO SETS ITS SIGHTS ON A QUAD PLAY    ","TV everywhere is what’s being consumed by a lot of millen nials and our research is bearing this out,” Stephenson said, adding that even as linear TV customers decline as household growth rises, it is a “manageable decline.”",1,1,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,94.0
87549,./htmls/Factiva-20240111-0346 (1).html,2016-04-01 00:00:00,2016-04-18 00:00:00,5,"TV's Afterparty Crosses Platforms; Aftershow’ genre grows and adds podcasts,    video - on - demand  plays    ","These shows have a raw, unfiltered feeling of true access to talent both in front of and behind the camera — and given how central TV is to pop culture this fuels the conversation in such an organic way,” Barnett said. “What's more, it's the most relevant lead out possible to follow a new episode of Orphan Black.” And, she noted, “it's relatively cost effective.”",1,0,0,0.0,1,0,0.0,0,0,0,1.0,0.0,0,0,1,1,1,1,0,0,0,0,0.0,0,0,0,5.0
87589,./htmls/Factiva-20240111-0346 (1).html,2016-04-01 00:00:00,2016-04-18 00:00:00,7,What's Old Is New Again; Nets lure millennials with nostalgic fare based on the shows they grew up with,"Nostalgia can be a big driver for remakes of movie and TV hits that have built-in audiences but may be sitting unused in the crowded soup of  subscription VOD platforms. The challenge, of course, is to parlay that nostalgia and bring in the old crowd, as well as new viewers, without it all seeming tacky.",1,0,0,0.0,0,0,0.0,1,0,0,1.0,0.0,0,0,1,1,0,1,0,0,0,0,0.0,0,0,0,7.0
87749,./htmls/Factiva-20240111-0346 (1).html,2016-04-01 00:00:00,2016-04-11 00:00:00,15,Cox Hits Accelerator on New’ Contour; MSO expands X1-powered platform to most of footprint,"The new Contour succeeds the first version, which Cox developed in tandem with  Cisco Systems and other partners.",1,1,0,0.0,0,0,0.0,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,15.0
87829,./htmls/Factiva-20240111-0346 (1).html,2016-04-01 00:00:00,2016-04-11 00:00:00,20,May Price Hike Could Rain Pain on    Netflix ; Analysts expect churn coupled with softer U.S. subscriber additions as discounts burn off,"UBS  media analyst Doug Mitchelson estimates about 17.8 million  Netflix customers in the U.S. (37% of its total base) were at the $7.99 price point. He thinks the $2-per-month increase will be too high for between 3% and 4% of those customers, who will probably cancel service.",1,0,0,0.0,0,0,0.0,1,0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,20.0
87909,./htmls/Factiva-20240111-0346 (1).html,2016-04-01 00:00:00,2016-04-11 00:00:00,24,Starz Jumps Into    OTT  Pool,"It's unlikely that people will take all three [HBO, Showtime and Starz] and  Netflix , and  Hulu ,” Dixon said, noting that Starz was smart to go with an  OTT price that undercuts its competitors.",1,0,0,0.0,1,0,0.0,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,0,0,0.0,0,0,1,24.0
87949,./htmls/Factiva-20240111-0346 (1).html,2016-04-01 00:00:00,2016-04-11 00:00:00,25,Aligning Starz; CEO Chris Albrecht has a plan to position the programmer for success in a    subscription -model world,"CA: Yes. We're going to expand on that. And it's even the millennials with [Ash vs. Evil Dead], Blunt Talk, some of the other things that we're doing. We've got American Gods coming up. Targeting a specific audience makes a lot of sense. It helps you focus your marketing, helps you focus your PR, helps you know what you're doing. Through social  media , through all of these opportunities, put something on that appeals to a demographic group, especially if they are avid users of social  media , especially if they're vocal.",1,0,0,0.0,0,0,0.0,1,0,0,1.0,0.0,0,0,1,1,0,1,0,0,0,0,0.0,1,0,0,25.0
88109,./htmls/Factiva-20240111-0346 (1).html,2016-04-01 00:00:00,2016-04-04 00:00:00,36,people,"Carolyn Bollaci has been named managing director of Innovid's APAC operatioms, responsible for supporting the company's growth throughout Australia, New Zealand, Hong Kong, Japan, Southeast Asia, India and China. She comes from Sizmek, where she was regional VP, ANZ (Australia/New Zealand).",1,1,0,0.0,0,0,0.0,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,36.0
314545,./htmls/Factiva-20240111-0346.html,2016-04-01 00:00:00,2016-04-25 00:00:00,80,"Amazon's    Streaming  Bundle Targets MVPDs As It Scales; Digital    video  chief Paull plugs ease of use, billing, customer service as edges    ","The fact that this population, along with current pay-TV subscribers, is a focus means larger networks such as Showtime or Starz see more upside than risk when balancing the opportunity with Amazon with the need to preserve their status within the traditional pay-TV ecosystem. “This feels very incremental to them,” Paull said.",1,0,0,0.0,0,0,0.0,0,0,0,0.0,1.0,1,0,0,1,1,0,0,0,1,0,0.0,0,0,0,80.0
314585,./htmls/Factiva-20240111-0346.html,2016-04-01 00:00:00,2016-04-25 00:00:00,84,"Hollywood Pans Set-Top Proposal; Unions, studios, diversity groups take aim at Wheeler plan    ","As the first comments deadline approached, FCC chairman Tom Wheeler's controversial set-top proposal drew fire from  content creators.",1,1,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0.0,0,1,0,84.0
314625,./htmls/Factiva-20240111-0346.html,2016-04-01 00:00:00,2016-04-25 00:00:00,86,"Driving Big Data; Too much data has replaced the problem of too little in audience tracking, creating the need for a new vehicle to make sense of it all.    ","RSG  Media offers one analytics engine, the Big Knowledge Platform, that combines and sifts through feeds from 50-some different data streams, from Nielsen daily ratings to Rentrak numbers,  Hulu streams and more.",1,1,0,0.0,0,0,0.0,0,0,0,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0.0,0,1,0,86.0
314705,./htmls/Factiva-20240111-0346.html,2016-04-01 00:00:00,2016-04-18 00:00:00,94,Survey Predicts Hard Times for Premium Channels,The largest number of customers wishing to cut the premium cord were those who subscribed to services that had either recently completed or are going through major mergers. Morgan Stanley said the highest intent to disconnect was found in AT'T U-verse TV (50%) and DirecTV (38%) households; telco AT'T and satellite-TV provider DirecTV Group completed their $48.5 billion merger in July.,1,0,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0,0,1,1,1,0,0,0,0,0,0.0,0,1,0,94.0
314825,./htmls/Factiva-20240111-0346.html,2016-04-01 00:00:00,2016-04-18 00:00:00,100,"Indies Aren't Catching the Diversity Wave; As mainstream TV gets more multicultural, targeted nets struggle for carriage    ","Overall, 40% of the population is multicultural, so what all that means is multicultural is now the new mainstream,” said Tonia O'Connor, chief commercial officer and president of  content distribution for Univision Communications, which also handles distribution duties for four-year-old, male-targeted El Rey Network and young, Hispanic audience-targeted news service Fusion.",1,0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0.0,0,0,0,100.0
216882,./htmls/Factiva-20240111-0345 (1).html,2016-08-01 00:00:00,2016-08-29 00:00:00,95,"For Cable Nets, Labor Day's No Holiday    ","Online streaming service Crackle will also look to get in on the action with the debut of StartUp, starring Adam Brody.",1,1,0,0.0,0,0,0.0,0,0,0,1.0,0.0,0,0,0,1,1,1,0,0,0,0,0.0,0,0,0,95.0
216922,./htmls/Factiva-20240111-0345 (1).html,2016-08-01 00:00:00,2016-08-29 00:00:00,97,Finding Viewers Behind Bars’; Producer Greg Henry's A&E    series  show the stark reality of prison life,"Prison-themed scripted  series on television have arrested viewers for decades, most recently with the success of  Netflix 's Orange Is the New Black and HBG's The Night Of. Unscripted and documentary shows that take viewers behind bars — from the 1970s documentary Scared Straight and A&E's Beyond Scared Straight to more recent shows, like MSNBC's Lockup — have provide an even more realistic view of the penal system.",1,1,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,1,1,0,1,0,0,1,0,0.0,0,0,0,97.0
216962,./htmls/Factiva-20240111-0345 (1).html,2016-08-01 00:00:00,2016-08-29 00:00:00,98,"Broadband Boosts Small Ops’ Fortunes; Grande, RCN sales point to data platform's value (including to    Google )    ","While Grande has had a higher profile — it has moved to launch 1 Gigabit-per-second service in Austin, Dallas and San Antonio, Texas, three markets where  Google Fiber has expressed interest — RCN has maintained its broadband presence, offering services ranging from 10 Megabits per second to 330 Mbps in its markets.",1,0,0,0.0,0,1,1.0,0,0,0,1.0,0.0,0,1,0,1,0,0,0,1,0,0,0.0,0,0,0,98.0
302608,./htmls/Factiva-20240111-0345 (2).html,2016-08-01 00:00:00,2016-08-29 00:00:00,3,Why TV Is Going to the Apps; How cable operators are transforming the TV experience through apps,"In April, Comcast announced its Xfinity TV Partner Program, which would extend a bridge to retail devices and enable subscribers to access their pay TV service, including live TV, VOD and cloud DVR recordings. At the same time, Comcast announced a deal with Roku that will bring its authenticated Xfinity TV partner app to Roku  streaming players and integrated TVs.",1,1,0,0.0,0,0,0.0,0,0,0,1.0,0.0,0,1,0,1,0,0,0,0,1,1,0.0,0,0,1,95.0
